0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,target
1.141824,31.82933,1261.591,523.20013,80.55922,104193.27,53.304073,14.362609,1367.7646,0.28462517261505127,86.3013,0.2692646384239197,0.2233366221189499,0.36521068,0.13426129519939423,0.10978366,16.208895,7.9970555,0.8634945,0.2399669736623764,0.2599877715110779,55.0,0.0,0.7428606,221.0,0.4841800332069397,5.0,0.89302367,1.8508086,-2.0449178,-0.35901415,1.0,0.0,1.0,30.476837,1705.6018,0.009999999776482582,35.186954,82.0,50.0,1139.6316,699.10834,182.88855,78.68009,12.841778,1.0,25513.582,65.91089,7.25123,1.0
140.20575,68.666885,409.1541,1403.2286,49.49231,129024.79,23.68593,6.0883017,913.7821,0.20844365656375885,83.70837,0.3781743347644806,0.4060940742492676,0.37937006,0.4930727481842041,0.18741615,34.235134,11.120787,0.16148803,0.280918687582016,0.5163705945014954,123.0,0.0,0.2130567,2025.0,-0.4001491665840149,2.0,1.1398528,5.44386,-4.173043,-0.9771528,2.0,0.0,2.0,17.265854,1054.7737,0.009999999776482582,12.0151205,143.0,86.0,43.14604,1.5808879,13.56775,7.26496,0.26914316,0.0,31954.664,65.82781,14.880588,1.0
6.3732953,29.63427,1052.7761,607.2552,10.453085,182674.81,37.79309,4.728036,3754.6948,0.10606636106967926,102.43944,0.2422231286764145,0.2930728793144226,0.5013218,0.11749911308288574,0.11866625,55.45267,17.205286,0.76620996,0.20440486073493958,0.21383526921272278,85.0,0.0,0.22175664,422.0,1.0,12.0,-0.29918677,1.898331,-1.8323236,-0.23693694,1.0,0.0,1.0,12.0900955,640.5118,0.0,14.9523325,85.0,63.0,2157.245,134.35536,176.56905,100.04627,6.6006002,1.0,11011.029,65.872574,7.2809386,1.0
11.452901,52.434303,396.57782,2629.852,143.37315,79567.6,23.114813,6.3438997,1259.8761,0.21161846816539764,68.690506,0.3396069407463074,0.6668733358383179,0.7489519,0.24978099763393402,0.6170374,13.924811,12.243662,0.97240174,0.210931658744812,0.32090866565704346,123.0,0.0,0.20544302,2036.0,-0.7099981307983398,2.0,1.2083598,2.1122634,-7.567905,-0.5830177,2.0,0.0,2.0,15.732721,1009.3752,0.009999999776482582,37.96018,143.0,86.0,0.0003628012,9.591205e-05,5.792803e-05,3.762202e-05,1.2650007e-06,0.0,32589.082,50.29167,14.970648,1.0
150.17729,92.92283,354.13196,595.5653,65.078354,880906.56,44.362953,14.022517,15625.84,0.24611428380012512,197.73831,0.233331561088562,0.3631672263145447,0.35431808,0.0805509015917778,0.26310483,54.41063,40.715504,1.0768956,0.1675136387348175,0.20627453923225403,85.0,0.0,0.8969568,422.0,0.938809871673584,12.0,0.42242378,3.499769,-2.9735463,-0.5132982,1.0,0.0,1.0,86.451775,2028.665,0.0,29.345093,82.0,63.0,1821.4269,188.51834,249.25458,98.674644,4.294096,1.0,8506.935,65.96579,6.201197,1.0
5.6706204,53.786243,308.88812,373.9273,95.66201,472239.94,54.93179,7.3142667,5641.5967,0.1415015459060669,84.43903,0.20098841190338135,0.26609817147254944,0.32522038,0.10746505111455917,0.116613366,22.741474,15.908826,0.3366277,0.21693739295005798,0.25814229249954224,55.0,0.0,1.0075797,221.0,0.17177481949329376,5.0,0.17691416,2.537088,-2.7864258,-0.0995593,1.0,0.0,1.0,18.362604,1039.0051,0.0,24.755629,82.0,50.0,632.6385,440.87665,162.98311,92.3334,1.8276311,0.0,10232.534,65.731186,6.7682776,1.0
9.802368,955.36444,444.299,262.8551,81.61227,3460890.2,66.119156,9.622263,16029.517,0.1464751958847046,172.3637,0.33828356862068176,0.42194777727127075,0.8242962,0.21852028369903564,0.6338225,124.32654,23.773102,0.2675058,0.2637224793434143,0.3398813307285309,55.0,0.0,1.0487014,221.0,1.0006752014160156,5.0,-0.4781469,3.4581358,-1.2332369,-0.16987166,1.0,0.0,1.0,47.895428,2180.2139,0.0,103.64182,82.0,50.0,3037.3374,3015.013,1853.4661,448.62332,8.404767,1.0,4155.4043,36.177505,6.108311,1.0
4.344886,53.262867,10.419542,790.18463,69.70918,494975.34,69.77074,13.927736,1666.2382,0.24805018305778503,146.02585,0.30065444111824036,0.336169570684433,0.5019639,0.1693333089351654,0.29548272,130.61499,24.087206,0.8457389,0.23781314492225647,0.2741716206073761,69.0,0.0,0.9113521,239.0,0.5800897479057312,3.0,0.81083626,3.585978,-1.3021245,-0.28338674,1.0,0.0,1.0,28.562874,1122.3636,0.0,22.89062,102.0,73.0,1747.82,314.95825,673.979,111.84633,5.263355,0.0,3781.515,66.2904,5.9652023,1.0
1.5811825,62.908203,364.01825,1469.0332,108.160385,569048.5,40.18653,8.403589,1577.0885,0.243232861161232,101.38208,0.26863232254981995,0.3404051959514618,0.38059402,0.13634970784187317,0.246122,158.32558,49.33122,0.57160425,0.28897207975387573,0.2377242147922516,85.0,0.0,0.39928874,422.0,1.0,12.0,0.25955233,2.5894494,-2.3824217,-0.39206192,2.0,0.0,2.0,26.059948,1020.67523,0.0,16.253468,85.0,63.0,2317.5273,1677.8813,1744.8638,246.66481,6.194985,0.0,29403.816,66.11467,6.511498,1.0
1.044533,1460.688,171.75993,274.70822,88.29019,9155400.0,51.393536,15.851859,17097.27,0.3351876139640808,344.94775,0.34284868836402893,0.4434297978878021,0.7872957,0.1606225222349167,0.4487096,51.849335,16.469772,0.44101062,0.18423965573310852,0.2370421439409256,47.0,0.0,0.81814575,204.0,0.2998310327529907,4.0,0.75159305,3.2955458,-3.6931164,-0.2215933,1.0,0.0,1.0,274.01804,19273.613,0.0,40.463337,99.0,67.0,1471.9662,907.02136,401.62186,144.2344,2.393779,0.0,11118.574,65.89774,6.4697127,1.0
18.169779,45.25257,796.1128,294.10562,90.73629,77263.04,40.157455,7.2859635,1110.2941,0.23421163856983185,130.21466,0.26932722330093384,0.29376402497291565,0.36276567,0.15622539818286896,0.14651641,18.93084,13.393363,0.59205437,0.2176968902349472,0.3419417440891266,87.0,0.0,1.0402818,132.0,-0.27901870012283325,3.0,-0.47999248,1.8227518,-2.3871539,-0.76924795,2.0,0.0,2.0,28.245955,1033.6844,0.009999999776482582,43.378044,89.0,69.0,487.40735,200.86592,183.96378,49.99277,2.6938226,0.0,30152.244,65.83251,13.6063,1.0
1.2689229,3038.437,1400.0803,813.5014,20.755974,10077524.0,23.56857,7.7120056,8760.621,0.31274136900901794,412.14264,0.29920467734336853,0.7117790579795837,0.7895435,0.08878238499164581,0.33617404,137.3783,49.466545,0.259754,0.2348092645406723,0.36079373955726624,75.0,0.0,0.19723907,351.0,0.2555074095726013,9.0,2.073652,9.632864,-5.958311,-0.79926085,2.0,0.0,2.0,89.58813,16474.39,0.0,14.662944,78.0,55.0,2200.348,203.59528,330.9139,131.26416,6.135629,0.0,26768.629,48.31806,14.78535,1.0
1.2694242,105.64271,25.121422,304.1589,100.39134,1423067.1,67.882996,12.860664,5629.629,0.26839739084243774,102.8279,0.40384799242019653,0.33106327056884766,0.603915,0.1477644443511963,0.255861,75.788506,13.2300005,0.3784059,0.3192835748195648,0.23101583123207092,69.0,0.0,0.71068335,239.0,1.0047560930252075,3.0,1.0822508,3.5587728,-1.216995,-0.2281108,1.0,0.0,1.0,29.298603,2483.606,0.0,28.11277,102.0,73.0,1967.1134,1830.9275,582.3965,126.77016,3.8010175,0.0,5215.829,66.09286,5.999165,1.0
1.0678986,157.5996,322.34827,245.8465,137.67056,1483627.2,50.19539,17.21596,17276.91,0.33254367113113403,128.49591,0.291298508644104,0.27466604113578796,0.48999003,0.17467521131038666,0.36758718,21.632483,35.056232,1.8322477,0.20325647294521332,0.3049313426017761,47.0,0.0,1.0123878,204.0,1.595678448677063,4.0,0.9458117,5.6815276,-2.0215883,-0.086016536,1.0,0.0,1.0,32.089848,2558.648,0.0,119.20897,99.0,67.0,3597.631,2652.9666,2002.9873,394.79813,4.814131,0.0,21718.86,65.58362,6.334361,1.0
1.0000045,94.39152,586.6071,649.4958,26.122957,4455621.0,58.595352,14.360881,19009.16,0.3016948699951172,99.555504,0.2826729714870453,0.28622928261756897,0.41964984,0.08545394241809845,0.19117436,12.299548,11.426988,0.87489986,0.29459652304649353,0.21856175363063812,69.0,0.0,0.5346616,239.0,1.3045843839645386,3.0,0.7905237,2.204749,-2.8789985,-0.5088997,1.0,0.0,1.0,54.41678,2819.9758,0.0,120.381165,102.0,73.0,5361.839,911.6452,249.58646,125.18681,8.617716,0.0,27197.625,65.85165,7.222708,1.0
1.3627106,29.841076,114.93409,1195.8579,84.505394,582940.56,49.175594,6.525151,1540.1875,0.11067294329404831,145.71785,0.21743467450141907,0.34123891592025757,0.37608272,0.19571766257286072,0.18432043,20.636282,26.882717,0.88506716,0.28591614961624146,0.24784046411514282,85.0,0.0,0.8697211,422.0,0.9655176997184753,12.0,-0.36822116,3.5539505,-1.7555294,-0.34109265,2.0,0.0,2.0,21.78229,864.26776,0.0,45.757027,85.0,63.0,559.205,278.41956,335.153,79.10344,1.5847523,0.0,19274.08,65.93154,7.231532,1.0
7.0082836,60.996162,348.08133,483.01648,75.669716,811674.94,49.87313,6.173218,3467.631,0.1001255214214325,86.55588,0.17982670664787292,0.246022030711174,0.37486282,0.08004650473594666,0.20936005,177.28671,49.03298,1.9250151,0.10060001909732819,0.17104224860668182,85.0,0.0,0.78399545,422.0,1.0,12.0,0.20621774,4.66483,-1.7676218,-0.33646336,1.0,0.0,1.0,28.408434,1098.9735,0.009999999776482582,50.640743,85.0,63.0,3423.4822,409.70605,540.7405,65.86815,4.657783,1.0,15429.163,65.85956,6.4424167,1.0
1.0021722,8671.167,1390.6866,957.6056,14.589878,5783886.0,31.304462,4.783698,31233.855,0.17556937038898468,486.76907,0.2018551230430603,0.31712207198143005,0.58543074,0.09850628674030304,0.8133627,19.346424,15.942622,0.33478618,0.24094972014427185,0.23530153930187225,75.0,0.0,0.45492333,351.0,1.0,9.0,0.76902014,2.8931687,-1.2639909,-0.3411033,2.0,0.0,2.0,442.00018,17431.23,0.0,122.289566,78.0,55.0,2912.5522,2850.5784,1856.7579,477.1965,1.6722484,0.0,30441.955,43.691547,7.238023,1.0
3.068197,103.51499,1074.8837,467.5091,15.923827,326285.94,46.54935,5.3473277,3862.8376,0.21228161454200745,105.461494,0.2298685759305954,0.2640613913536072,0.48187968,0.0930626168847084,0.3808216,130.67526,44.58874,1.8757268,0.12506286799907684,0.2127198427915573,87.0,0.0,0.46110934,132.0,0.009810256771743298,3.0,-0.16460843,2.1674378,-3.3090808,-0.50639164,2.0,0.0,2.0,19.804886,1607.8326,0.009999999776482582,80.50407,89.0,69.0,2723.3066,1708.291,1520.2157,215.16254,4.129229,0.0,32075.2,65.795334,7.524272,1.0
93.08501,43.89221,426.84286,995.9973,68.68452,125354.04,25.063242,6.7919683,1261.7122,0.2425352931022644,97.7006,0.36167511343955994,0.6421834826469421,0.59905076,0.40922096371650696,0.22470269,161.83301,35.89987,0.2940485,0.18013806641101837,0.4489412009716034,123.0,0.0,0.43913445,2036.0,-0.3193988502025604,2.0,1.0803175,3.5600832,-3.5870764,-0.6086751,2.0,0.0,2.0,10.502933,579.49365,0.0008507437887601554,13.645612,143.0,86.0,66.37211,21.112635,29.995197,27.10036,0.13692544,0.0,36131.137,65.8087,12.483884,1.0
1.5107936,154.40172,129.25882,974.776,72.55989,775646.44,69.549126,18.15064,5731.772,0.26875069737434387,108.58862,0.3050690293312073,0.31541523337364197,0.5668948,0.1430991142988205,0.2023575,20.856913,10.164711,0.47346503,0.20382915437221527,0.2890335023403168,69.0,0.0,0.9241675,239.0,0.19558435678482056,3.0,1.6643331,3.3170528,-2.220073,-0.5006699,1.0,0.0,1.0,82.576744,1629.6141,0.0,35.606525,102.0,73.0,2595.4922,2767.4556,1119.754,250.64427,11.617117,0.0,15408.458,66.30861,6.1120925,1.0
3.723788,52.397198,114.117134,1442.3315,95.19459,518480.56,57.901173,6.9799294,1870.6816,0.11346747726202011,134.00732,0.21523334085941315,0.28270453214645386,0.6567689,0.11499352008104324,0.17025657,727.47363,67.446396,0.39033097,0.13748694956302643,0.2377379834651947,85.0,0.0,0.5040772,422.0,1.0,12.0,0.7531587,11.07836,-3.0777628,-0.2591949,1.0,0.0,1.0,17.552914,878.4272,0.009999999776482582,15.76282,85.0,63.0,79.37692,282.9794,297.69714,46.30799,1.3300639,0.0,26920.615,66.03427,6.2522726,1.0
168.22252,766.6667,1403.9248,1049.2467,10.944621,1245965.1,43.60507,8.637236,4307.4463,0.18952977657318115,135.5371,0.2083861529827118,0.3210957646369934,0.85552865,0.10819997638463974,0.8131331,24.170328,14.525123,1.8446722,0.18979638814926147,0.21681226789951324,75.0,0.0,0.4330165,351.0,0.07616355270147324,9.0,1.0727831,3.4612546,-2.3951628,-0.52772206,2.0,0.0,2.0,113.44984,2923.6443,0.009999999776482582,36.978806,78.0,55.0,2778.959,527.3727,183.09644,195.74387,3.2248108,0.0,17316.383,36.345745,7.069639,1.0
127.846016,127.32335,1396.4312,582.80304,44.510967,1791655.4,38.440918,7.613758,10266.004,0.16808196902275085,180.34894,0.22545528411865234,0.4222033619880676,0.73367023,0.15553785860538483,0.6565099,136.57005,20.534891,0.6911816,0.1803157478570938,0.19645000994205475,75.0,0.0,0.4231154,351.0,0.899196207523346,9.0,0.95831895,5.544749,-2.675961,-0.6209707,2.0,0.0,2.0,58.891396,2188.7358,0.009999999776482582,20.623142,78.0,55.0,3917.7908,2735.5178,361.03564,284.02792,5.6381598,0.0,28807.033,36.47673,7.373088,1.0
64.43934,20.9448,348.96945,498.40622,23.99203,134945.69,49.516586,5.947989,1898.7837,0.17588505148887634,73.889244,0.2903013825416565,0.2558397948741913,0.36585256,0.24268770217895508,0.08504824,25.9365,8.971852,0.4400076,0.3152180314064026,0.2903803586959839,55.0,0.0,0.924927,221.0,1.1450029611587524,5.0,0.5887551,2.4070768,-1.9157267,-0.1367032,1.0,0.0,1.0,17.515629,756.0349,0.0,34.359978,82.0,50.0,639.0919,281.7937,145.43694,31.723536,6.245426,1.0,8297.404,66.08325,6.292137,1.0
15.402439,14.445719,141.49414,345.05164,76.98588,324119.5,51.723354,6.749025,3144.6724,0.11176041513681412,107.14379,0.2748356759548187,0.2479875385761261,0.32516664,0.19741055369377136,0.080034256,13.03783,12.8013315,0.21803543,0.23116657137870789,0.2850254774093628,55.0,0.0,0.9311017,221.0,0.6248947978019714,5.0,-0.0928822,1.846706,-1.6129327,-0.6361529,1.0,0.0,1.0,12.026734,586.5407,0.0,9.848107,82.0,50.0,631.4539,328.51108,84.46212,140.6644,0.44380268,0.0,7565.055,65.81918,6.4910245,1.0
3.4059381,23.591671,1217.3881,630.24084,62.36657,229209.39,44.599506,6.568768,1879.5211,0.11871263384819031,87.44023,0.22099806368350983,0.37812256813049316,0.55927765,0.14855307340621948,0.23041576,24.24434,11.096173,0.99515516,0.21894975006580353,0.2678694725036621,87.0,0.0,0.46713468,132.0,0.7497891187667847,3.0,-0.44617945,1.6853938,-3.0303342,-0.29851577,1.0,0.0,1.0,15.987107,914.33655,0.009999999776482582,30.06753,89.0,69.0,1316.9117,166.67421,185.56297,117.51374,11.137458,1.0,14475.141,65.76709,7.478771,1.0
1.4657995,3671.354,415.652,404.0696,121.05693,2874327.5,41.56338,6.7208095,5502.3228,0.2706386148929596,202.90054,0.256670743227005,0.2547522485256195,0.4921148,0.08264171332120895,0.35008267,587.7324,23.331406,0.8624528,0.23994652926921844,0.19346480071544647,75.0,0.0,0.8268728,351.0,1.2040282487869263,9.0,2.4999893,11.063075,-1.0128947,-0.15187901,2.0,0.0,2.0,202.51067,3273.8352,0.0,99.95572,78.0,55.0,5870.8975,2903.0127,1684.9714,393.71548,4.497598,0.0,32504.857,65.85488,6.1600723,1.0
