Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Class
33.9496,31.732283,5.012398,27.223536,65.865814,67.272964,1.070366,1.3796518,1.0
110.26143,41.30282,0.63519,5.467128,0.8923103,18.946493,20.565744,126.705185,1.0
82.24035,33.235443,2.4954362,15.241873,4.7912755,41.03764,6.3749943,24.322802,1.0
70.126,30.678333,3.7495873,25.179756,3.4374003,27.935177,7.619365,42.674534,1.0
27.327408,37.71931,4.299887,16.459427,88.99288,64.937935,0.6506851,0.6154574,1.0
35.31425,32.675945,4.769766,25.44287,30.87139,46.0621,2.2360468,5.7405,1.0
10.491508,32.88565,5.581025,27.234867,170.81415,86.182625,-0.9517092,-1.0523051,1.0
10.476775,38.721394,4.6481566,16.609695,192.1574,92.34843,-1.6855364,-1.3759807,1.0
15.4277315,31.093168,5.536468,30.046768,130.86565,71.86216,0.007372541,-0.14257385,1.0
40.543655,43.549046,2.5707848,6.286915,107.61756,82.323616,0.13977988,-0.8870333,1.0
78.626366,31.41422,2.6951914,17.452818,9.211268,57.141308,4.6179996,10.133512,1.0
64.83241,44.248215,2.2155561,6.4020596,23.184498,50.419514,2.4174023,5.1609254,1.0
28.499886,40.570164,3.102461,9.445427,150.40593,68.78528,-0.32694814,-0.26255572,1.0
15.22631,40.26229,4.1201773,13.334641,148.03226,69.307014,-0.30935416,-0.53126985,1.0
111.92087,40.92587,0.5398292,3.86042,2.2627237,38.736824,9.905443,36.687366,1.0
40.729588,28.914547,5.4350095,35.565372,20.435915,47.73904,3.1274903,9.30711,1.0
75.77967,38.717068,2.354459,10.496079,8.309542,39.309097,4.7129755,15.982081,1.0
75.96799,56.713276,0.7114755,0.20211115,73.453896,74.65098,0.5982241,-0.886977,1.0
102.639175,36.13726,1.2981231,9.4806185,2.0733762,31.064186,10.414147,53.488106,1.0
30.471525,51.60938,1.629663,1.9263496,157.07944,81.468285,-0.7864525,-1.2309002,1.0
27.971085,40.918587,3.581685,11.046016,111.24043,70.26344,0.23614599,-0.2755832,1.0
70.99909,33.318794,2.811674,14.98696,20.900814,67.80128,2.6526346,3.3317525,1.0
136.4006,50.05869,-0.06182291,4.818625,0.49823064,11.353863,30.073101,775.7746,1.0
100.95926,41.02699,1.1918347,5.1726737,4.445256,47.295044,6.353279,18.910332,1.0
68.275444,51.893917,0.9764937,0.6974508,68.39393,73.27263,0.7487931,-0.65470654,1.0
11.946812,46.53847,3.4403136,7.9666424,192.81827,105.20473,-1.762338,-1.727517,1.0
59.342815,32.2,3.4885066,19.756273,23.5941,64.09611,2.484309,3.6323402,1.0
13.946844,32.859123,6.078198,32.77691,76.50827,40.817818,0.9120651,4.79092,1.0
42.12679,28.142881,5.4558682,37.577156,12.871108,41.348896,4.2571983,15.545333,1.0
69.284805,42.84382,1.8369234,4.678838,34.126427,69.326706,1.6847984,0.7026722,1.0
87.9845,31.337831,2.4745343,17.715736,4.5010476,48.16081,6.5906544,22.282127,1.0
51.98894,37.01882,3.3720944,13.774131,32.704807,57.398674,1.9262023,2.985373,1.0
92.732185,36.127914,2.2771368,13.197535,1.3923427,15.103426,13.962562,125.33788,1.0
85.40487,33.67756,2.180211,12.644353,9.541143,58.465237,4.479008,9.416765,1.0
6.204942,30.67562,6.6390038,39.015232,182.47914,68.11202,-0.9192856,-0.3329955,1.0
6.5803027,34.41541,6.14806,32.460052,191.2215,74.495514,-1.585688,-0.917751,1.0
37.564972,37.514088,3.943139,15.673838,56.879013,59.003975,1.25644,1.83313,1.0
68.90317,25.164993,5.1516457,36.131954,67.751625,91.334496,1.3409957,0.75618106,1.0
12.469778,30.102736,6.090694,36.424664,139.70992,72.10061,-0.12041173,-0.06052997,1.0
9.650668,31.495445,6.056964,32.5886,166.88104,82.916504,-0.7962488,-0.91388696,1.0
10.605211,40.840637,4.4647326,15.10741,167.45738,77.34259,-0.937436,-1.0318397,1.0
101.22146,37.554085,1.3980136,8.194029,4.546296,50.59552,6.487125,18.45597,1.0
79.03641,42.852726,1.6258668,4.6515307,21.646498,64.367096,2.4393973,2.4303784,1.0
78.59079,34.198456,2.4573355,13.6711235,7.175403,45.923378,5.2681065,16.582275,1.0
45.3078,32.37589,3.9043603,19.53107,59.129704,70.71102,1.2397015,0.82796013,1.0
58.881283,37.181,3.032607,12.570843,22.47544,55.144966,2.5147338,5.0817933,1.0
39.339333,31.082102,4.6854033,23.895102,89.51588,83.995026,0.54492646,-0.37055293,1.0
17.936554,31.185854,5.610386,31.137947,103.79935,64.86199,0.52934515,0.9958274,1.0
43.3776,30.952648,4.676913,26.978434,27.553999,52.118855,2.4586701,5.478206,1.0
37.059887,39.202175,3.72106,13.03948,68.46368,63.391724,0.9729939,1.0174452,1.0
97.24716,69.13439,0.40239346,-0.1902212,12.636164,51.066628,3.0161073,3.7596765,1.0
77.75707,40.367443,1.8574413,6.7354937,18.331331,62.437782,2.8142958,3.9746115,1.0
113.85621,41.072525,0.5413813,8.937895,0.5424134,12.348296,28.204119,607.1475,1.0
44.50982,33.790306,3.725139,15.823367,84.92286,79.70907,0.6780282,-0.338174,1.0
93.37201,46.939915,1.1306721,2.8595963,6.2208533,40.905987,5.2384458,15.580626,1.0
128.59544,47.600727,0.15653554,7.8642235,0.48880318,8.185163,30.61712,952.4708,1.0
46.96597,30.877506,4.327259,25.521734,29.706577,58.785683,2.3213854,3.7681031,1.0
45.669422,44.03699,2.0046098,4.0821056,112.19708,90.738846,-0.019654857,-1.1718311,1.0
51.254814,33.31393,3.8248568,18.244955,49.71191,72.8908,1.3616521,0.86465025,1.0
97.705284,46.185017,0.85587525,1.971168,9.859768,58.754566,3.8480854,5.693885,1.0
83.61313,34.210358,1.823018,10.942358,8.467905,54.159584,4.8117995,10.444812,1.0
92.17994,40.925526,1.313896,5.373642,6.0607524,47.552734,5.508222,14.91562,1.0
55.48003,37.396763,2.9259245,10.350994,68.54826,78.72794,0.8812554,-0.23485784,1.0
15.712983,31.083672,5.6235666,31.288483,113.4657,61.88133,0.4318467,1.1406678,1.0
80.44479,35.552032,2.1654909,11.108753,10.385812,55.120335,4.135515,9.326556,1.0
113.717926,49.09153,0.4515094,1.4161949,1.6424252,22.4081,11.220396,73.32712,1.0
6.767914,34.41025,5.94122,30.740763,168.77817,64.849785,-0.6639126,-0.41636163,1.0
81.57284,65.52185,0.62463576,0.06686882,20.885891,52.543076,2.3502855,2.0687764,1.0
29.049904,42.030273,2.791001,7.765705,150.52728,73.48733,-0.40746856,-0.5197897,1.0
85.09529,38.908726,1.6780802,8.261914,4.628685,36.142105,6.425929,25.149876,1.0
94.22692,53.65401,0.49528852,0.35740957,15.489151,51.31341,3.007968,4.0202146,1.0
103.07144,34.27725,1.6755762,12.109322,2.3188665,37.1126,9.514559,43.52356,1.0
7.8397045,38.54302,4.7778654,17.527912,196.74002,78.87088,-1.7252289,-1.0578281,1.0
80.72037,33.909798,2.34525,13.293339,7.8173285,51.60322,4.9880023,13.106058,1.0
18.027172,39.225063,4.3244267,15.04477,130.26054,68.6784,-0.08965482,-0.356101,1.0
19.860565,35.86158,4.6085987,19.587666,120.44589,67.33702,0.14320132,-0.09719446,1.0
97.5431,33.44198,2.1382892,14.7856865,1.9868047,27.751875,10.714715,69.65904,1.0
17.352825,44.557964,3.6204658,10.095972,134.75104,66.62824,-0.20356075,-0.5112993,1.0
55.443592,51.847294,1.7295663,2.075329,45.49045,53.937332,1.3555864,1.0906262,1.0
56.783733,33.4132,3.9338589,20.236176,23.680187,62.05255,2.397657,4.3882003,1.0
89.26896,80.447266,0.25271845,-1.0418816,87.977646,69.937126,0.40210134,-0.72004145,1.0
131.04216,45.948895,0.007948834,4.197811,0.60020614,20.65461,26.725016,154.00621,1.0
126.79387,47.67819,0.1775201,2.8759108,0.625018,16.908459,26.03364,181.49509,1.0
48.143505,41.2842,2.6037831,7.6187267,78.17034,75.64833,0.6932785,-0.34855157,1.0
33.09472,31.278473,5.0773234,28.188557,64.53505,65.48825,1.1585034,1.8866053,1.0
10.552456,32.66508,5.8159127,29.032728,172.91785,86.9546,-1.0121609,-1.0526638,1.0
17.324509,50.04963,2.435736,3.9021633,170.78754,92.41577,-1.4411505,-1.5598482,1.0
79.1465,33.71259,2.587636,14.566758,7.5432315,48.925476,5.090706,14.880383,1.0
66.00822,29.323381,4.325668,29.993345,6.069816,40.100945,5.8931203,25.317326,1.0
6.3311567,33.957474,5.911211,30.534964,180.04381,65.77093,-0.8082022,-0.48295036,1.0
99.855034,39.793037,1.3042977,6.65386,2.6657197,32.101124,8.932458,40.47828,1.0
81.572205,37.311737,2.1694686,11.0335245,5.785423,39.792747,5.7773433,20.758213,1.0
44.539948,29.322762,5.051714,32.30999,26.144878,59.38609,2.5458045,5.074737,1.0
81.37228,33.1582,2.0868912,12.787634,9.832516,57.72653,4.4295626,8.798151,1.0
11.126922,45.772633,3.8089895,10.645833,156.68063,66.840706,-0.63605666,-0.76649874,1.0
38.842323,53.38455,1.5565512,1.7368162,106.14108,57.547775,0.2692933,-0.18906571,1.0
45.110455,30.291708,4.629771,28.320036,29.73284,61.543995,2.2998886,3.804181,1.0
84.00186,31.896992,2.8418238,19.29282,2.5527186,28.195576,9.112317,53.585106,1.0
14.868573,40.89513,4.371313,13.994723,154.77892,79.42626,-0.6432764,-0.95459396,1.0
24.141651,34.568268,4.2261214,15.372443,150.82968,103.1456,-0.478476,-1.2492138,1.0
27.78617,38.7653,3.1146636,9.301858,156.78076,74.34019,-0.46525043,-0.47470585,1.0
60.86105,28.814043,4.764948,33.15549,7.2534785,41.913277,5.5376368,22.558409,1.0
5.8689594,42.801033,5.3738866,19.459923,199.32579,87.94998,-1.855351,-1.6630386,1.0
24.983347,31.922054,5.293125,28.162699,69.810974,59.61625,1.0659825,2.4192762,1.0
95.04398,34.776573,1.8351871,12.783912,1.6580439,21.149067,11.799864,89.859505,1.0
63.40164,38.41555,2.3704505,8.564415,42.25773,69.55666,1.5416214,0.67595905,1.0
91.98524,32.363724,2.3349013,16.340929,2.9373252,37.715702,8.378542,36.013577,1.0
34.14909,35.594135,4.3494844,19.723986,41.072334,48.545727,1.6744348,3.720426,1.0
16.420084,36.865154,4.6294327,17.969212,155.7875,83.681526,-0.6046352,-0.9866435,1.0
5.9306307,27.567568,8.0284,66.01485,131.0105,59.546448,-0.09595919,2.6074584,1.0
6.420616,38.263332,5.459924,22.933456,196.63124,80.97847,-1.7549229,-1.2419825,1.0
11.094035,32.661423,5.2511377,24.322943,191.33913,94.86428,-1.527408,-1.2362546,1.0
17.723692,31.356226,5.7196913,31.604738,108.38196,66.61204,0.37190017,0.71169496,1.0
94.763466,32.660454,2.178428,16.582876,1.7564522,24.040974,11.45059,82.67111,1.0
40.079926,38.643684,3.4990869,12.248754,74.02547,66.477936,0.8922143,0.54832935,1.0
72.88448,43.667774,2.0597665,7.7601137,6.4671373,26.551449,5.3566427,24.634369,1.0
92.94831,41.70029,1.3241776,5.254003,4.9307647,42.6317,6.057399,20.274117,1.0
6.541968,33.409218,5.9926,31.098843,191.95015,82.76648,-1.6271423,-1.1455467,1.0
24.430265,30.867659,5.4884763,30.939249,65.45889,57.60655,1.2437875,3.1998997,1.0
17.431007,30.900597,5.696442,31.842152,119.083244,69.932724,0.20021865,0.19304717,1.0
54.774128,30.272753,4.1740727,26.388905,23.88461,66.7943,2.5043283,3.754543,1.0
10.1988535,44.45219,3.799334,10.260962,192.77213,92.75203,-1.7368238,-1.4813602,1.0
11.971519,61.163696,2.0588355,2.098265,168.59152,62.07236,-1.1827542,-0.9469856,1.0
50.480915,45.33295,1.6973801,3.1075191,131.88416,68.813896,-0.03549098,0.0045039062,1.0
12.542107,35.067646,4.9970946,21.815191,158.92297,74.084305,-0.60027605,-0.6585705,1.0
91.17387,34.581043,1.8891972,11.554967,5.7358236,51.15677,5.8621235,15.608682,1.0
85.04436,35.13588,2.2338793,12.942385,3.2598693,32.48233,7.8495555,36.205807,1.0
33.917625,32.452057,4.560942,22.435236,75.47418,72.76106,0.85826486,0.50358486,1.0
111.03271,40.388794,1.0743445,9.342658,0.582218,11.219437,27.034822,567.5262,1.0
23.248583,30.697382,5.411066,29.490124,114.57212,76.66822,0.23543897,-0.1742619,1.0
7.646423,35.58577,5.6838284,26.040985,190.89319,89.76997,-1.633036,-1.2758629,1.0
8.876886,34.876522,5.138317,19.550352,197.69449,108.86073,-1.7920157,-1.7459024,1.0
94.353325,32.872746,2.1148438,14.90471,2.3512402,31.804564,9.50334,50.319454,1.0
69.130554,32.175262,3.0614135,18.40597,12.385925,51.824883,3.9280882,9.528629,1.0
103.73252,36.697426,1.1397417,9.517556,1.3091686,22.227486,14.080611,92.38741,1.0
17.587132,32.738014,5.417822,28.187855,113.19833,64.36207,0.32354525,0.65695083,1.0
135.36188,55.313686,-0.06457674,1.3820732,0.53023386,12.386583,28.513283,635.2947,1.0
122.58901,51.294376,0.058723252,0.95989543,0.90833384,21.230385,19.317982,101.2608,1.0
31.094303,37.761177,3.6542428,11.999098,124.781715,82.70032,-0.037847366,-0.83069634,1.0
92.57667,35.090862,1.9258319,12.106864,2.7780223,33.457607,8.713326,38.866497,1.0
49.74357,32.977814,3.6828208,18.272987,41.27281,68.439804,1.6288817,1.3905976,1.0
100.54972,38.574986,1.3842901,8.298437,2.03663,26.826626,10.593768,62.309025,1.0
127.345505,53.26496,0.02372576,0.2545134,2.2259307,43.216385,9.006982,22.620972,1.0
73.25623,49.141624,1.5128738,2.4087977,23.380728,53.555305,2.2928975,3.4790547,1.0
28.420164,56.82526,1.3408324,0.8082358,155.29083,93.68806,-1.158102,-1.7134575,1.0
45.86804,46.993183,2.25168,4.5617642,67.92714,61.51848,0.96540976,0.5079891,1.0
77.17763,33.036457,2.7302172,16.081295,7.1026883,46.451878,5.2886467,16.496279,1.0
7.0774326,37.151825,5.273851,22.63997,187.83171,69.79453,-1.2550198,-0.8504752,1.0
6.4160314,29.420322,6.747951,40.391766,196.88075,82.73634,-1.6709645,-1.0101653,1.0
13.122189,32.893932,5.410935,26.18631,156.14969,80.50129,-0.5326317,-0.8580324,1.0
20.508379,35.428646,4.571644,19.307604,122.52147,70.80452,0.093967326,-0.2397586,1.0
32.26619,37.31334,3.8268914,13.02465,114.88837,79.5986,0.1435877,-0.58361346,1.0
86.67689,47.63414,0.9666097,1.605748,17.367416,61.222126,2.781599,2.749663,1.0
32.952682,32.002064,4.866542,25.577534,75.84919,68.98554,0.8938988,0.8017206,1.0
38.360054,30.720074,4.924813,28.53304,32.62329,53.366104,2.2398999,4.9949775,1.0
16.53664,30.411673,5.840821,33.316235,124.020935,73.16394,0.14276382,-0.011436517,1.0
90.47592,40.46913,1.5910293,6.940442,5.018005,42.396755,5.993373,21.166489,1.0
67.8862,31.71236,3.4782922,20.86039,8.489695,43.682426,4.8673077,15.950887,1.0
12.396063,33.776875,5.432506,26.957142,145.49768,65.93383,-0.18243714,-0.09860185,1.0
6.8399744,35.959564,5.534964,25.544788,194.1691,77.60456,-1.6283576,-1.0750668,1.0
41.128044,50.987713,1.613745,1.9241568,124.58188,87.19617,-0.28195292,-1.284978,1.0
7.2365756,29.11961,6.761439,41.118595,192.88087,71.75517,-1.3953006,-0.12727866,1.0
82.84962,35.459103,2.2484608,12.7615,3.9077265,34.950813,7.0763164,30.96618,1.0
61.341187,35.977467,2.7938287,12.34088,31.062271,63.89886,2.0457907,2.226582,1.0
74.68178,39.789474,2.1863782,8.836283,14.514008,52.62411,3.2767792,7.649839,1.0
48.380035,66.27336,1.2441478,0.5321661,76.78852,66.268196,0.41008645,-0.55748075,1.0
9.4396,36.982033,5.1806355,21.413214,179.31863,81.89482,-1.2775906,-1.0681175,1.0
64.423965,32.885963,3.0634248,16.556877,16.491428,57.662544,3.2483234,6.653549,1.0
43.910526,35.753223,3.5450215,14.255487,65.54529,67.4819,1.0815997,0.67251164,1.0
94.22866,50.018864,0.7002223,0.94969136,10.3338175,55.38846,3.7298977,6.047574,1.0
85.91182,45.777798,1.2987683,3.3536823,12.240559,53.884323,3.5603542,7.447986,1.0
67.12171,43.27931,2.2076316,8.323108,8.410639,27.258717,4.6575913,20.354652,1.0
82.74448,38.28454,1.7261524,8.041891,9.455965,51.292805,4.3712506,10.414921,1.0
68.121346,52.394596,1.4574434,1.4315199,44.821655,70.841446,1.0909746,-0.06365012,1.0
83.95092,41.043022,1.3285235,3.6356611,30.527658,74.75676,1.859391,0.31192103,1.0
68.127045,34.858532,2.8477843,14.209584,14.018201,50.411232,3.5458086,8.780504,1.0
87.538315,35.26005,1.8719134,9.597417,18.347055,71.606415,2.8854148,2.4141037,1.0
14.382295,52.54905,2.7100797,4.4832034,154.0436,72.06926,-0.72221273,-1.0432215,1.0
6.9898596,30.42219,6.9379964,41.75301,172.00421,67.15776,-0.7096765,-0.12161573,1.0
115.04286,42.493717,0.49085236,6.6365814,0.60438204,15.54978,26.414188,339.80527,1.0
11.628093,37.35506,4.974942,20.885683,142.60239,61.723804,-0.21040568,-0.027749266,1.0
61.438637,30.925642,3.503146,21.167192,20.046492,63.585148,2.889331,4.8406706,1.0
75.807,29.558378,3.6262453,26.817886,4.940955,45.056816,6.424692,24.285618,1.0
135.94795,56.092377,-0.0788906,3.443213,0.48997033,8.454833,30.485636,918.71,1.0
17.092983,28.9437,6.0764456,38.400864,112.91289,67.13836,0.5383889,1.2351656,1.0
42.68311,32.886024,4.4643683,24.79942,17.709724,36.00351,3.193911,11.015876,1.0
8.467811,31.598644,6.0932007,34.596836,159.7586,68.29071,-0.5072044,-0.2991642,1.0
38.22388,33.489002,4.31741,21.084105,43.647827,56.553528,1.6270236,2.6816692,1.0
118.951805,44.03397,0.4224265,10.74439,0.4906348,8.268569,30.472122,931.55505,1.0
11.837235,37.211365,4.745557,18.747646,170.25684,77.31115,-0.7307907,-0.9213859,1.0
7.3666263,32.115726,6.1413693,33.380123,187.19443,79.95651,-1.4362231,-0.97422194,1.0
90.935455,37.177437,1.6450148,9.479592,2.8701053,32.034046,8.584244,38.44006,1.0
113.41563,44.36045,0.4432321,2.8975396,1.4367429,26.507154,12.575635,76.339516,1.0
33.258354,36.71481,3.9750733,15.53728,80.0589,66.74523,0.7963986,0.5500723,1.0
58.687885,46.81234,1.4696076,2.4951446,90.436325,78.886604,0.4070758,-0.89545757,1.0
21.92235,37.569695,4.420702,15.892485,137.15608,80.939865,-0.26933444,-0.8201613,1.0
81.32865,44.48123,1.4757569,3.8904288,17.042507,59.647,2.876612,4.149646,1.0
93.51164,55.50863,0.56928885,0.23627093,22.308577,66.841896,2.102279,0.59138846,1.0
15.511963,44.587048,3.0608056,8.098053,172.53557,64.54244,-0.6892581,-0.40721533,1.0
25.023134,36.15759,4.624036,20.14306,83.428635,59.64327,0.7786702,1.1736537,1.0
53.264717,33.79073,3.7999396,19.908575,16.990791,44.36522,3.172263,9.090741,1.0
63.793495,34.03455,3.1196132,16.696245,12.27623,44.454235,3.9008296,11.719633,1.0
83.10963,30.771107,2.9843223,21.061062,4.2067523,43.91194,6.839966,26.8183,1.0
89.58207,42.02435,1.26503,4.723107,6.7460804,46.86665,5.217834,14.125989,1.0
110.19529,47.847973,0.42039037,1.0697668,4.0124836,48.744347,6.3520565,13.77893,1.0
70.46977,52.949844,1.2336562,1.1075209,35.051807,65.21796,1.5106038,0.54898334,1.0
134.87303,52.8259,-0.032102775,6.376444,0.4871322,7.8004975,30.794182,992.7271,1.0
102.67284,38.399704,1.390004,8.385231,2.2467022,29.501787,9.825379,52.31007,1.0
70.2658,51.927334,1.3412839,1.4268523,33.828484,65.64588,1.5493037,0.669671,1.0
71.392685,55.02413,1.2052358,0.98015827,26.078749,55.67,1.9707752,1.8011384,1.0
14.913765,31.60764,5.7200284,31.501945,100.88414,59.601685,0.53774154,1.5885794,1.0
19.378965,83.45733,0.7381746,-0.4655116,151.71187,71.34974,-1.0019654,-1.5949063,1.0
30.428087,41.369625,3.1339235,8.692767,133.15146,89.59711,-0.29352754,-1.0988656,1.0
18.48193,38.906296,4.502074,15.926426,128.46103,73.305244,-0.12083531,-0.48407203,1.0
46.736256,32.867702,4.159201,20.941195,41.89842,66.481995,1.6040343,1.797045,1.0
109.21399,45.55162,0.5191,2.0211666,2.4956372,36.551285,9.018132,34.04427,1.0
91.39838,34.917973,2.0286095,12.680324,2.4847908,28.402998,9.285246,50.538452,1.0
6.0580773,31.789803,6.130815,34.327763,196.6357,67.27351,-1.6106799,-0.41559094,1.0
56.985004,47.319244,2.0149422,3.7632828,51.70453,63.541763,1.2077903,0.4834625,1.0
32.740936,43.888264,3.2555857,9.243608,99.190704,67.13701,0.40145254,-0.06277655,1.0
39.562717,39.185867,2.8656888,8.857942,116.34967,84.15242,0.050815612,-0.90473413,1.0
114.88136,48.06302,0.37109077,1.7835598,1.0539335,19.516268,17.004463,100.00048,1.0
6.912542,34.863487,5.840156,29.365671,158.95111,63.683445,-0.5622079,-0.282518,1.0
111.322205,41.136642,0.5908137,6.3660846,0.7508226,17.38156,23.031458,155.04079,1.0
83.57844,34.977142,2.7347069,15.369699,1.9218444,15.910846,11.003886,97.08587,1.0
17.807114,35.790913,4.7520566,20.414911,115.0488,66.61909,0.21005696,0.10431932,1.0
47.34237,44.925472,2.810393,7.723231,41.43042,46.72694,1.6359503,3.1035097,1.0
43.660023,51.22997,1.9060177,2.6769888,53.589916,43.47807,1.309156,2.0954542,1.0
112.95725,81.45667,0.0058474923,-0.029224735,0.52647805,8.918636,26.774979,465.5343,1.0
38.26826,30.598913,5.0856943,30.036373,26.350946,48.358063,2.5687451,6.819206,1.0
120.06606,57.244682,0.040346306,-0.008294554,2.1104307,37.0564,8.786538,27.437128,1.0
85.203575,41.92545,1.7642747,7.1272817,5.3221817,34.31769,5.8551908,24.385181,1.0
100.53886,38.037426,1.5132322,10.15803,1.0090982,15.747824,19.015078,144.28374,1.0
55.728344,50.485023,1.6843513,2.1349704,59.63939,65.42347,0.9836238,0.036719695,1.0
6.0501995,39.984467,5.4257436,20.456615,199.11081,92.581406,-1.8459959,-1.6319922,1.0
12.334576,38.93789,4.3407197,13.860016,185.4251,101.380135,-1.5196142,-1.4791642,1.0
17.761938,40.91904,4.104837,12.797117,148.83069,80.5103,-0.52377623,-0.96660775,1.0
44.081543,57.123203,1.1348629,0.5973056,139.05266,95.586975,-0.6596793,-1.6121317,1.0
6.2229967,30.233824,6.7075357,39.215508,197.34042,80.04829,-1.7264746,-0.98980165,1.0
133.40106,56.009907,0.43062234,2.9493465,0.48759446,7.7136,30.75225,1010.17914,1.0
17.70109,47.20553,2.6893718,5.3806853,167.53879,82.023636,-1.1431504,-1.2128652,1.0
78.719574,42.427376,1.6775805,5.145989,19.84157,62.57317,2.6250358,3.2243311,1.0
11.216791,37.96147,4.4005785,15.810924,182.5725,71.532196,-1.0773742,-0.65591055,1.0
17.363781,39.96656,4.319448,14.473717,125.54525,68.71004,-0.03608846,-0.29472518,1.0
24.10267,27.91406,5.958648,39.723934,92.893456,73.938545,0.78656,0.9481478,1.0
18.388186,29.537598,5.992755,36.02143,125.55714,75.96871,0.11551462,-0.07199538,1.0
75.978264,42.93938,1.5471787,4.510574,16.492643,56.028305,3.040267,5.336393,1.0
90.25421,39.137436,1.7788287,8.879913,3.7253146,34.166374,7.121343,31.05107,1.0
74.46046,39.074944,1.9862455,6.2011514,37.94866,76.67847,1.566595,0.09540654,1.0
25.502302,32.00498,4.9598365,25.45189,98.50995,71.219,0.55262166,0.21510465,1.0
83.706726,30.415545,3.2468839,24.444094,2.5215507,29.926943,9.241998,55.734028,1.0
9.387737,48.154503,3.2386212,7.636147,187.52411,72.482285,-1.4929802,-1.0971268,1.0
6.5678606,34.983753,6.0962057,30.407814,195.26431,90.714615,-1.7612894,-1.3401093,1.0
38.046696,30.701267,5.0661826,29.3208,32.934338,55.770935,2.149329,4.6717715,1.0
104.22245,36.828625,1.3038152,11.108485,0.7831394,16.789572,22.795582,162.48506,1.0
61.874218,52.685345,1.3924593,1.3560534,54.494766,61.256004,1.1213322,0.45432594,1.0
58.22099,35.94738,3.2016103,14.448355,19.042048,49.176647,2.9024746,7.168077,1.0
71.87103,31.872677,3.4288075,20.966574,5.7299223,36.40556,5.8674045,25.742548,1.0
14.961308,42.100494,3.912286,11.504293,161.69604,87.34224,-1.0342183,-1.2399058,1.0
8.4780445,37.96466,5.071631,20.403357,180.00642,72.690125,-1.0768455,-0.86705756,1.0
69.45164,32.403492,3.2057452,19.178236,8.925481,46.31308,4.6987295,14.644108,1.0
15.237409,42.22017,3.9232652,11.782211,163.85301,86.08738,-1.0696799,-1.1983911,1.0
46.724743,30.43049,4.6914425,28.993923,18.364225,47.23007,3.2533848,9.46522,1.0
9.74738,33.888947,5.73569,29.862429,137.27388,61.339355,-0.122017995,0.26628128,1.0
78.574936,44.04525,1.6223722,4.333889,18.77613,60.126114,2.7097864,3.8409326,1.0
76.63557,40.68016,2.037485,7.2696176,21.970303,65.21816,2.439725,2.6938436,1.0
9.654702,31.062033,6.1342506,35.67342,142.04764,66.83684,-0.2320075,0.17119531,1.0
113.903206,39.60205,0.46068975,9.007727,0.6022979,16.903215,26.571262,180.48866,1.0
25.65165,44.775383,2.9847527,7.912364,133.49751,74.48944,-0.2616427,-0.8247798,1.0
59.016994,46.878525,1.5565096,2.4085548,71.61496,76.58793,0.73744136,-0.580017,1.0
7.3783317,32.752125,6.112049,33.08875,179.65485,74.64321,-1.080992,-0.7845387,1.0
