Sex,Length,Diameter,Height,Whole weight,Shucked weight,Viscera weight,Shell weight,Rings
M,0.47321925,0.375,0.125,0.5062405,0.27385768,0.13104042,0.20852532982826233,10.0
M,0.5396409,0.43,0.15,0.77710694,0.32799658,0.15865341,0.25210103392601013,12.0
F,0.5988103,0.46,0.17,1.1482747,0.503757,0.2556785,0.30574318766593933,10.0
M,0.55,0.44107053,0.15249133,0.8844103,0.37056172,0.19121982,0.2460845559835434,11.0
F,0.5295807,0.4168962,0.14,0.6948821,0.3485767,0.16074419,0.20018500089645386,9.0
F,0.7279331,0.5848241,0.205,2.1914444,0.97240436,0.48587388,0.6137822270393372,12.0
F,0.55,0.425,0.125,0.6783316,0.326842,0.15712051,0.17162896692752838,9.0
F,0.515,0.4,0.115610175,0.65510553,0.30721813,0.11955986,0.17537562549114227,9.0
M,0.47,0.37,0.135,0.5049813,0.2099973,0.115750976,0.18190976977348328,13.0
F,0.6,0.475,0.165,1.0775825,0.49806836,0.23279391,0.2980039715766907,11.0
F,0.615,0.4864346,0.16571729,1.222891,0.46040067,0.24844934,0.3787296712398529,13.0
F,0.47243086,0.3464391,0.12,0.49366772,0.23989701,0.10693945,0.15555255115032196,10.0
F,0.64,0.5061166,0.175,1.3503836,0.5756951,0.27306405,0.38403794169425964,12.0
M,0.62,0.49034172,0.16,1.1315513,0.51710117,0.25145796,0.3150607645511627,11.0
F,0.49504888,0.38389525,0.125,0.5990614,0.29680142,0.13753659,0.1659921556711197,9.0
M,0.44918492,0.3424881,0.11,0.4050341,0.17530857,0.08248351,0.11831823736429214,7.0
F,0.6722255,0.5219352,0.18,1.5978338,0.51546556,0.31443703,0.5039347410202026,21.97077751159668
M,0.45942754,0.365,0.11863403,0.5209393,0.16997886,0.09474299,0.1345941126346588,4.0
F,0.645,0.52782774,0.195,1.6369759,0.5651425,0.2972016,0.5379967093467712,28.811670303344727
M,0.6,0.4608626,0.16,1.0502794,0.5169351,0.23099597,0.2751862704753876,10.0
F,0.64,0.49,0.16,1.2363552,0.5252233,0.26850662,0.35324826836586,11.0
F,0.655,0.5265735,0.19004512,1.5607041,0.64318687,0.32845807,0.451976478099823,13.0
M,0.52435994,0.395,0.125,0.7094386,0.32077911,0.16531163,0.20360830426216125,9.0
M,0.413056,0.3,0.095,0.32263404,0.15182136,0.063687116,0.10367618501186371,9.0
M,0.30800787,0.2331484,0.075,0.14382577,0.07122053,0.023181655,0.03976822271943092,7.0
M,0.47221637,0.355,0.125,0.56486994,0.253031,0.11623738,0.17068079113960266,10.0
I,0.45,0.3381468,0.1,0.38095105,0.18938667,0.073976845,0.09382306039333344,9.0
M,0.57,0.45,0.16,0.99463546,0.374966,0.18842372,0.3040408194065094,13.0
I,0.1801529,0.101503074,0.040504426,0.023364782,0.010232448,0.00394689,0.010307511314749718,6.0
M,0.66,0.515,0.17178531,1.4474903,0.62940425,0.3167575,0.3768022358417511,11.0
I,0.36710906,0.26797247,0.09,0.22108656,0.112346195,0.046058614,0.07656485587358475,6.0
I,0.5156266,0.37541705,0.1448013,0.6270317,0.28988504,0.14021283,0.17864544689655304,10.0
M,0.635,0.51,0.17,1.3419255,0.5717876,0.29529542,0.35044997930526733,11.0
M,0.52,0.39977697,0.145,0.702195,0.29970056,0.1634119,0.21088077127933502,11.0
M,0.46,0.17975716,0.12634207,0.5599365,0.075212024,0.027011216,0.16385556757450104,15.0
M,0.18935859,0.14359179,0.053624805,0.056470506,0.01676536,0.013636692,0.0269949808716774,7.0
F,0.55496544,0.44,0.165,0.83126974,0.35002872,0.1912913,0.27754881978034973,12.0
F,0.605,0.4738932,0.155,1.1011288,0.48563102,0.235488,0.28284138441085815,9.0
M,0.61,0.485,0.16,1.0052849,0.5101853,0.23066974,0.33265674114227295,10.0
F,0.56,0.43160802,0.1551422,0.8492986,0.370723,0.19084944,0.2798997461795807,9.0
M,0.58,0.46169984,0.15,0.9792345,0.39295092,0.18406604,0.29448583722114563,13.0
F,0.57,0.45,0.15,0.9761129,0.39037555,0.19600414,0.28881779313087463,12.0
M,0.545,0.405,0.13,0.75841326,0.33935478,0.16405399,0.24454954266548157,10.0
F,0.625,0.48,0.16,1.2300647,0.56800526,0.2614766,0.3422732949256897,10.0
F,0.57442063,0.455,0.155,0.9814911,0.45989078,0.20857415,0.28118395805358887,9.0
F,0.635,0.495,0.17,1.2469143,0.5980586,0.27564952,0.3399396538734436,10.0
M,0.655,0.52662563,0.18,1.5154512,0.63938993,0.32753822,0.4154772460460663,11.0
M,0.42220393,0.33388066,0.105,0.43203408,0.17884412,0.07765658,0.09987237304449081,7.0
F,0.5,0.37438005,0.125,0.57343405,0.250939,0.121803336,0.16754046082496643,8.0
F,0.57576674,0.4286414,0.16,0.78559375,0.3555604,0.1831367,0.25999999046325684,9.0
I,0.525,0.39,0.125,0.4902005,0.25967926,0.1161429,0.1436992883682251,9.0
M,0.5172663,0.4,0.125,0.64773643,0.31980377,0.14979038,0.16640295088291168,8.0
M,0.545,0.435,0.15,0.8500864,0.31317416,0.18002893,0.25999999046325684,13.0
M,0.5945928,0.47,0.16454078,1.0011301,0.4507803,0.22167723,0.27454593777656555,12.0
I,0.32385346,0.22475435,0.065,0.11011856,0.06500685,0.024665052,0.03764835745096207,5.0
F,0.625,0.478478,0.17,1.1477567,0.43886456,0.22429611,0.436468243598938,15.0
I,0.575,0.455,0.14,0.89472747,0.42385003,0.18292935,0.25232574343681335,9.0
I,0.45731327,0.3418749,0.1122446,0.45204824,0.19339879,0.0938822,0.11958160996437073,8.0
F,0.44,0.3347336,0.095,0.41133302,0.16255441,0.08279054,0.11195367574691772,8.0
F,0.63,0.4953158,0.175,1.2409751,0.5186308,0.2665172,0.34904372692108154,11.0
F,0.59485996,0.445,0.165,1.0999855,0.39025503,0.18629141,0.3600512444972992,15.0
M,0.52,0.395,0.13,0.58784735,0.31125495,0.13294455,0.15541794896125793,9.0
M,0.3850463,0.32406738,0.1,0.30745485,0.19656709,0.07849835,0.11110897362232208,9.0
M,0.5524671,0.43601912,0.15,0.8786592,0.29744104,0.18047537,0.2470325082540512,13.0
M,0.63124,0.51,0.17396837,1.2873659,0.5393021,0.2670218,0.3832775354385376,13.0
M,0.79441035,0.6345187,0.20891361,2.564555,1.2904997,0.6296911,0.7635478377342224,11.0
F,0.7104473,0.5458915,0.205,2.0706859,0.75121886,0.34783888,0.7419673800468445,15.0
F,0.5994661,0.45014372,0.165,1.0738537,0.46206826,0.23917319,0.30543842911720276,10.0
F,0.66,0.52,0.175,1.4197704,0.6877557,0.30076596,0.38135385513305664,11.0
F,0.62,0.475,0.155,1.2723404,0.5605369,0.2657914,0.34156015515327454,9.0
M,0.605,0.455,0.145,1.020255,0.43509188,0.21541259,0.279742956161499,10.0
I,0.3620229,0.2708116,0.085,0.16552942,0.09650493,0.043981194,0.04687534272670746,5.0
M,0.47073564,0.34002516,0.12707752,0.46604022,0.12696713,0.080569275,0.16943232715129852,15.0
M,0.66,0.5269737,0.175,1.462142,0.6476696,0.3179466,0.40679609775543213,12.0
I,0.5,0.36935642,0.12,0.46149713,0.22418961,0.11947959,0.19307105243206024,9.0
I,0.475,0.35202646,0.11,0.5367854,0.25479633,0.10553836,0.15009428560733795,8.0
I,0.1761128,0.10819916,0.04663194,0.028113328,0.012830203,0.0065119304,0.009646037593483925,5.0
M,0.522015,0.405,0.13,0.70623803,0.32801354,0.15924366,0.1894530951976776,9.0
F,0.53458375,0.42,0.14,0.80021733,0.37609887,0.16745624,0.21811725199222565,9.0
I,0.502276,0.395,0.135,0.6148361,0.3174947,0.12157352,0.16343533992767334,8.0
F,0.545,0.41255882,0.14,0.8778057,0.36665082,0.18330126,0.2210027426481247,8.0
M,0.645,0.50492543,0.1722635,1.2571167,0.6156364,0.29460537,0.34087738394737244,10.0
I,0.4159017,0.3,0.096337385,0.3144425,0.15215714,0.061267056,0.08891976624727249,8.0
I,0.21639806,0.14557238,0.052573446,0.048719607,0.019591855,0.014147742,0.020436707884073257,5.0
I,0.34824267,0.2616271,0.09142124,0.17335948,0.08261299,0.04353386,0.05376741290092468,8.0
F,0.525,0.41930953,0.14,0.7087916,0.32474488,0.16039066,0.23647399246692657,11.0
F,0.67689115,0.52720255,0.185,1.5726943,0.74922526,0.3500585,0.41515395045280457,10.0
F,0.575,0.46,0.16,0.9886841,0.44134796,0.21168865,0.28479862213134766,12.0
M,0.49425995,0.39,0.14,0.60048467,0.24220014,0.13041608,0.20515766739845276,11.0
I,0.4585468,0.33217257,0.095,0.32842886,0.14066231,0.0687206,0.10899563133716583,8.0
I,0.4612699,0.35070303,0.12,0.42537063,0.15688735,0.087585464,0.12405373901128769,4.0
F,0.5,0.38347802,0.125,0.49045807,0.26838785,0.105246484,0.14482247829437256,9.0
F,0.61,0.4749229,0.155,1.0958971,0.49212217,0.23712176,0.3004838526248932,11.0
M,0.6,0.4686875,0.155,1.0505397,0.4388189,0.22518203,0.30015504360198975,11.0
F,0.47417948,0.3638117,0.13,0.5959539,0.23844308,0.12631118,0.17042768001556396,10.0
M,0.3691781,0.27620417,0.080725536,0.23032154,0.102664344,0.045357347,0.06224934756755829,8.0
I,0.34337178,0.24879023,0.077758625,0.1791891,0.07503566,0.034053862,0.04261714220046997,8.0
M,0.6877786,0.54501176,0.19,1.6476046,0.7163811,0.36592773,0.43400219082832336,11.0
F,0.595,0.475,0.145,1.139122,0.49229714,0.22665118,0.2881666123867035,9.0
M,0.645,0.5,0.16,1.2687706,0.6049154,0.2729557,0.3352987468242645,10.0
M,0.38548627,0.30759364,0.12,0.4433575,0.1931385,0.08339074,0.10412450134754181,8.0
F,0.46603853,0.355,0.125,0.5079323,0.25205117,0.12816921,0.1627030372619629,8.0
I,0.44886798,0.32715607,0.11296121,0.43916544,0.19627295,0.08963453,0.13475723564624786,7.0
I,0.43089342,0.325,0.095,0.3669395,0.17212297,0.09199463,0.09308226406574249,8.0
F,0.5428889,0.42,0.135,0.8517565,0.35991895,0.1713881,0.23030441999435425,9.0
I,0.3536121,0.265,0.08272076,0.17081901,0.07468625,0.04588048,0.051971472799777985,8.0
M,0.53,0.425,0.14331762,0.7546049,0.28298125,0.16821049,0.23987950384616852,12.0
M,0.48990265,0.38,0.119840086,0.5747741,0.27281013,0.123534404,0.14907900989055634,9.0
M,0.47770977,0.37218544,0.145,0.57942134,0.2378014,0.12744568,0.19538946449756622,11.0
F,0.65,0.5017347,0.17,1.324313,0.60086083,0.30593172,0.3513776361942291,11.0
I,0.4218725,0.325,0.115,0.42134136,0.13511442,0.06525745,0.13504110276699066,13.0
F,0.575,0.45,0.145,0.87111735,0.41223407,0.18923964,0.23220179975032806,9.0
F,0.52,0.4,0.145,0.77553844,0.33990136,0.16828804,0.21658889949321747,10.0
I,0.44163653,0.34875122,0.11734818,0.34522644,0.12515041,0.0813878,0.13065947592258453,13.0
M,0.2003005,0.1487231,0.050547574,0.04813887,0.018308474,0.008697773,0.014841861091554165,4.0
M,0.57,0.45,0.145,0.871706,0.3614218,0.19832875,0.25644174218177795,11.0
I,0.49422267,0.3739705,0.115,0.4762019,0.21501468,0.11433779,0.12275522202253342,8.0
F,0.6,0.455,0.15,0.9450799,0.39259076,0.2151155,0.2762582004070282,11.0
I,0.48600054,0.365,0.114338875,0.48626918,0.24581549,0.095589004,0.1188879981637001,7.0
M,0.6130204,0.475,0.155,1.0861205,0.49265796,0.25185117,0.3001714050769806,9.0
I,0.47868907,0.3855347,0.12,0.47856393,0.21313153,0.09618606,0.13512742519378662,6.0
M,0.6293304,0.48112938,0.16,1.1730759,0.53888357,0.2555548,0.309843510389328,11.0
I,0.43671188,0.32748207,0.08750784,0.31053033,0.13973254,0.06301802,0.08136904239654541,8.0
M,0.3483262,0.265,0.085,0.18747556,0.08143075,0.0382787,0.05332313850522041,7.0
F,0.6626877,0.51520103,0.175,1.4725288,0.61954105,0.32426077,0.4185665547847748,10.0
F,0.63,0.51232684,0.175,1.3503488,0.6380404,0.29255268,0.35254010558128357,9.0
M,0.64,0.50492555,0.16543777,1.2632105,0.60591173,0.28450426,0.32306790351867676,11.0
F,0.5658415,0.435,0.155,1.014798,0.45110264,0.22083937,0.2745709717273712,8.0
F,0.595,0.47,0.16,1.0987169,0.463553,0.2243562,0.3078153431415558,11.0
I,0.37,0.2849972,0.095,0.26313025,0.1244199,0.058389816,0.06751665472984314,8.0
F,0.617855,0.495,0.17,1.2115728,0.5019102,0.25938532,0.35876861214637756,13.0
I,0.09002678,0.060828496,0.007040759,0.0072653764,0.0028259791,0.0012261602,0.005277547985315323,6.0
M,0.6682998,0.525,0.175,1.457005,0.6893071,0.32395548,0.3986971378326416,11.0
F,0.3482905,0.25557038,0.08,0.19738442,0.09689191,0.038973,0.07129541039466858,6.0
M,0.47403628,0.355,0.115,0.48197412,0.22756676,0.11035295,0.14509378373622894,8.0
I,0.33061293,0.24241692,0.09,0.17444226,0.09048661,0.039235283,0.05880057439208031,7.0
M,0.66713816,0.5223569,0.185,1.5247622,0.72820807,0.33881196,0.40435099601745605,10.0
M,0.58,0.45,0.15,1.0071849,0.41625118,0.21440655,0.28782516717910767,9.0
F,0.66,0.51,0.175,1.4406615,0.6353444,0.3170822,0.3990553319454193,10.0
F,0.37952924,0.29151797,0.08,0.2500179,0.0985068,0.057581462,0.06997445970773697,8.0
M,0.441353,0.35,0.13,0.4556704,0.16754133,0.10214068,0.14024873077869415,11.0
M,0.59,0.44,0.15,0.8274935,0.43790907,0.2025398,0.23997484147548676,10.0
M,0.505,0.39114636,0.15,0.5793208,0.20871484,0.13166161,0.22902357578277588,13.0
F,0.5637499,0.42082185,0.135,0.79278517,0.34621525,0.17041963,0.21379026770591736,9.0
I,0.40482438,0.3,0.09,0.27615103,0.11872462,0.050334442,0.08791632205247879,6.0
I,0.57876056,0.445,0.145,0.90912074,0.41420928,0.19511072,0.22964535653591156,8.0
F,0.535,0.42,0.14,0.79943454,0.37080276,0.16534586,0.2348703294992447,9.0
