Sex,Length,Diameter,Height,Whole weight,Shucked weight,Viscera weight,Shell weight,Rings
M,0.4190159,0.3276268,0.105,0.34916237,0.16368935,0.08666184,0.1122574433684349,7.0
M,0.425,0.335,0.1,0.4243713,0.17338182,0.080243185,0.09098324179649353,7.0
I,0.14597316,0.10374916,0.04059634,0.024287043,0.008031623,0.0039525013,0.008568963967263699,4.0
M,0.616791,0.475,0.165,1.1464632,0.54671514,0.25716785,0.32131484150886536,10.0
M,0.5854509,0.46,0.16,1.0902479,0.4860817,0.22190304,0.26499998569488525,9.0
F,0.65251493,0.5047525,0.175,1.3472435,0.60393536,0.30022207,0.37360256910324097,11.0
F,0.6,0.4694929,0.15,0.955475,0.43512306,0.20814292,0.25999999046325684,9.0
F,0.58,0.46,0.16310161,0.9688126,0.39243254,0.18983442,0.3188522756099701,13.0
M,0.42948014,0.32205436,0.115,0.36901566,0.14309406,0.08469911,0.13588397204875946,12.0
I,0.5151439,0.395,0.135,0.60912496,0.29087454,0.14529753,0.1910359412431717,10.0
M,0.585,0.455,0.15,1.0583583,0.45927125,0.22953603,0.27569782733917236,8.0
F,0.4005865,0.29893777,0.1,0.26169607,0.11837322,0.065849684,0.08538737148046494,5.0
F,0.515,0.415,0.13,0.82574445,0.35728166,0.144013,0.2193652093410492,7.0
M,0.6716368,0.53,0.1933652,1.753201,0.7802353,0.38417608,0.4416167736053467,10.0
F,0.46,0.35299596,0.1047644,0.45635596,0.20370749,0.09632487,0.1305696964263916,6.0
M,0.5359757,0.405,0.135,0.71759987,0.34252706,0.15681714,0.2111969292163849,10.0
I,0.42484766,0.30004975,0.08856314,0.28372207,0.123009406,0.054091983,0.07634016871452332,8.0
I,0.5,0.38,0.125,0.6493088,0.24298729,0.13758375,0.18859368562698364,10.0
I,0.59,0.45,0.14,0.97606885,0.38730863,0.21156427,0.26940569281578064,8.0
F,0.61,0.475,0.16,1.0839194,0.40481794,0.22255546,0.3463764190673828,15.0
F,0.555,0.43,0.14,0.7865321,0.37372962,0.17624225,0.21830964088439941,9.0
F,0.6687258,0.5214035,0.19148876,1.5232425,0.5483252,0.31477156,0.507641077041626,24.560394287109375
F,0.51158446,0.4,0.135,0.6932295,0.3150223,0.1604908,0.20061315596103668,10.0
M,0.5467593,0.425,0.145,0.81153464,0.3718417,0.18916498,0.20893526077270508,8.0
M,0.68837476,0.5514296,0.205,1.7652551,0.73124814,0.34000036,0.5691505074501038,15.0
F,0.475,0.3703862,0.115,0.51634794,0.24450035,0.11579603,0.1279422640800476,8.0
M,0.5624327,0.43220976,0.155,0.9239113,0.4115305,0.18624908,0.23472310602664948,9.0
M,0.3175201,0.23453432,0.08,0.17658018,0.08325323,0.03022123,0.051411695778369904,4.0
M,0.4641877,0.365,0.115,0.49840647,0.23341356,0.106083475,0.12513503432273865,7.0
M,0.53,0.40235314,0.14429155,0.66355544,0.3386319,0.14877242,0.19334430992603302,9.0
M,0.55111384,0.435,0.155,0.87843126,0.3939183,0.19527476,0.27016350626945496,10.0
I,0.6,0.4627811,0.155,0.9350517,0.43948224,0.22339949,0.27636826038360596,10.0
F,0.5196843,0.38,0.125,0.62204754,0.28105772,0.14029692,0.2186649739742279,10.0
M,0.565,0.45,0.16,0.9025406,0.3550124,0.201092,0.2758728563785553,12.0
F,0.62717104,0.5,0.18,1.2206215,0.5130562,0.28109145,0.37350523471832275,12.0
I,0.58,0.46702316,0.145,0.9211427,0.41896236,0.19150886,0.27075934410095215,9.0
M,0.7212759,0.57663685,0.20603135,1.9777663,0.9263816,0.44153264,0.5206661224365234,11.0
M,0.58008814,0.45866233,0.155,0.9937254,0.43904352,0.22443244,0.25999999046325684,9.0
M,0.575,0.46173364,0.155,1.0097482,0.48325652,0.2195767,0.26785337924957275,9.0
M,0.575,0.45,0.155,1.0013407,0.44039264,0.22265366,0.264652818441391,11.0
M,0.40794024,0.30806726,0.08991823,0.32416505,0.13159111,0.060535084,0.10056687146425247,7.0
F,0.6,0.475,0.145,1.0946184,0.50770664,0.22834231,0.2847937345504761,9.0
F,0.4324646,0.3339016,0.115,0.42445314,0.19119592,0.089203976,0.11383303254842758,9.0
I,0.3788634,0.272733,0.085,0.27158654,0.11994792,0.04878538,0.07309533655643463,7.0
F,0.6,0.4683836,0.16,1.0478027,0.47913566,0.23135693,0.2748454511165619,9.0
M,0.66,0.525,0.17,1.531635,0.643515,0.33959556,0.4108307957649231,11.0
I,0.37814572,0.277864,0.085,0.22012965,0.09462471,0.056635905,0.07543578743934631,8.0
F,0.29945663,0.22136405,0.065,0.14786547,0.04518109,0.024330571,0.04306429624557495,4.0
M,0.565,0.44099462,0.155,0.9348849,0.36696064,0.20688942,0.25999999046325684,11.0
I,0.52768016,0.39,0.12,0.5931934,0.26245454,0.14126103,0.1856863796710968,9.0
I,0.535,0.41,0.125,0.59773225,0.3004213,0.1325863,0.20655597746372223,9.0
M,0.62259144,0.48,0.155,1.1818621,0.5889196,0.25297582,0.300393283367157,9.0
F,0.4859739,0.38465983,0.125,0.5927262,0.19273828,0.11920009,0.18974684178829193,12.0
F,0.49516442,0.4,0.14,0.68325406,0.25324216,0.1361816,0.20744085311889648,11.0
M,0.58886665,0.45,0.15,1.0119362,0.43037415,0.2102794,0.27176767587661743,11.0
M,0.56,0.435,0.14440225,0.9351699,0.375207,0.19757448,0.26499998569488525,11.0
F,0.5539954,0.4434505,0.155,0.9414856,0.4077244,0.19884455,0.2629461884498596,9.0
I,0.4312887,0.3175141,0.115,0.42651856,0.18809602,0.08238634,0.1090678721666336,8.0
F,0.652317,0.51,0.17476162,1.3341078,0.6171995,0.30500847,0.35538119077682495,9.0
M,0.62,0.47657192,0.16,1.2114072,0.5331973,0.24300586,0.3303864598274231,10.0
I,0.34882635,0.2475605,0.08924586,0.1980549,0.09508301,0.042761825,0.06000668928027153,7.0
M,0.5578617,0.445,0.155,0.9199313,0.36561573,0.19646002,0.25999999046325684,13.0
M,0.545,0.4310264,0.145,0.90171653,0.3430032,0.19081421,0.2633487284183502,13.0
M,0.59,0.48,0.16,0.9244899,0.4869378,0.208191,0.29450058937072754,11.0
I,0.5504984,0.41573566,0.14681596,0.8445959,0.35288748,0.17269024,0.21256093680858612,8.0
M,0.18210855,0.13512212,0.05226202,0.045922615,0.017451089,0.009025536,0.016191259026527405,7.0
F,0.5218887,0.40614447,0.135,0.78600156,0.36352548,0.15669128,0.20967166125774384,8.0
M,0.7086577,0.56872934,0.20551363,1.8551291,0.84399575,0.42434648,0.5144331455230713,13.0
F,0.6581328,0.5224515,0.19,1.484602,0.60002047,0.29214475,0.5001778602600098,15.0
M,0.68732053,0.52627665,0.18,1.5695539,0.7177631,0.3402033,0.4398626685142517,11.0
I,0.5684056,0.445,0.15169863,0.8127768,0.3069591,0.17599909,0.2493630051612854,13.0
M,0.6209292,0.485,0.16,1.2402953,0.5130594,0.26031438,0.34626567363739014,11.0
I,0.3374909,0.26221785,0.06770423,0.1830018,0.06357273,0.03646516,0.05341233313083649,8.0
M,0.7243906,0.5746344,0.19,1.9871839,0.8789348,0.42102617,0.5155559778213501,11.0
F,0.6165,0.47,0.15,1.1329385,0.48074785,0.23209561,0.32564789056777954,10.0
F,0.5371715,0.42,0.14,0.811741,0.3722406,0.16667442,0.21953493356704712,9.0
F,0.6300675,0.515,0.185,1.461873,0.49106097,0.3022182,0.49978262186050415,28.801645278930664
M,0.6687941,0.51584613,0.18531358,1.5679985,0.6959076,0.32885638,0.4322705864906311,10.0
M,0.6,0.48,0.17415382,1.208771,0.58374023,0.26656318,0.2990886867046356,9.0
F,0.63899165,0.5,0.19,1.3281147,0.52870435,0.26173642,0.4591754376888275,15.0
I,0.22991,0.16422424,0.053463433,0.06320253,0.028064536,0.012382012,0.02639290876686573,9.0
M,0.6094024,0.485,0.165,1.1375957,0.4886436,0.2583207,0.28935104608535767,11.0
M,0.45081133,0.355,0.125,0.44259912,0.19122107,0.09829381,0.16526123881340027,11.0
M,0.62735325,0.5,0.175,1.2576056,0.53753704,0.28496417,0.3457292914390564,12.0
F,0.46,0.3459821,0.12,0.46099955,0.20940587,0.10399034,0.14824537932872772,10.0
M,0.37,0.3049095,0.105,0.32095647,0.11219753,0.076253064,0.11991624534130096,11.0
M,0.67464906,0.525,0.185,1.7578614,0.7746968,0.36743274,0.4511358439922333,10.0
M,0.46989396,0.3603503,0.12,0.49139857,0.23006126,0.10859359,0.11987273395061493,9.0
I,0.4404189,0.32828945,0.09,0.3351547,0.13103032,0.05923691,0.10723613202571869,7.0
F,0.72442,0.5592609,0.19,1.8913383,0.9222878,0.42770702,0.4854743778705597,10.0
M,0.5234584,0.3944999,0.13,0.5824886,0.32561806,0.13646033,0.1504763662815094,9.0
I,0.475,0.355,0.125,0.47184476,0.17779054,0.09307648,0.14848670363426208,15.0
M,0.6641624,0.5178824,0.18,1.5170585,0.7446919,0.3398133,0.3879717290401459,10.0
F,0.41041568,0.30438852,0.1,0.3475505,0.14064762,0.057610817,0.09799029678106308,9.0
F,0.5007129,0.395,0.135,0.6797242,0.316737,0.1370882,0.18662673234939575,7.0
I,0.56317747,0.455,0.15,0.7466956,0.41067937,0.19326526,0.2507752478122711,10.0
M,0.5113846,0.385,0.13764296,0.71125877,0.32606858,0.16776599,0.20407548546791077,10.0
F,0.5801807,0.46,0.16,0.98442376,0.43335012,0.23021203,0.27287018299102783,11.0
M,0.60836107,0.48,0.175,1.1439362,0.46910846,0.25503987,0.35536810755729675,12.0
M,0.58,0.45,0.15,1.0196714,0.457332,0.22212893,0.2834476828575134,9.0
M,0.6225279,0.505,0.18,1.2598711,0.55310434,0.28690556,0.3908317983150482,13.0
M,0.45101023,0.33898142,0.11,0.45457143,0.19412303,0.0966918,0.11994963139295578,9.0
M,0.68097866,0.51,0.16,1.5032728,0.6923941,0.31752813,0.41501590609550476,10.0
M,0.53766274,0.41567925,0.13,0.7678329,0.345393,0.15656632,0.18174158036708832,8.0
M,0.55,0.4379067,0.155,0.8940134,0.32144374,0.18170206,0.2750912308692932,13.0
F,0.59,0.455,0.145,0.93847597,0.409224,0.22167356,0.26018255949020386,9.0
M,0.46867946,0.3612944,0.12,0.49529466,0.17924567,0.107425496,0.17783913016319275,13.0
M,0.60855055,0.4696125,0.15,1.1083236,0.502118,0.24624689,0.3038261830806732,10.0
F,0.53604615,0.4,0.13,0.7400623,0.281422,0.15863417,0.22998471558094025,10.0
M,0.43051943,0.335,0.1,0.39526525,0.16481833,0.08618655,0.09180141985416412,9.0
F,0.625,0.48465413,0.16,1.204229,0.5324332,0.267818,0.3454919159412384,9.0
I,0.21801564,0.14201114,0.05428825,0.043924056,0.021563575,0.009368665,0.016615333035588264,6.0
I,0.58,0.425,0.155,0.845729,0.30067423,0.16493247,0.32713839411735535,15.0
I,0.5,0.4,0.13,0.6240971,0.306821,0.11418644,0.15551945567131042,7.0
F,0.475,0.365,0.13,0.53093135,0.1790401,0.10732187,0.16634884476661682,13.0
I,0.3467229,0.26108563,0.075,0.17152329,0.06938154,0.043637697,0.06133568286895752,8.0
M,0.585,0.45914733,0.15,0.9701985,0.4284077,0.20767353,0.274263858795166,11.0
M,0.6336479,0.50741136,0.19,1.4380935,0.6659418,0.3012921,0.35530608892440796,9.0
F,0.4299766,0.33195674,0.1,0.3831084,0.1932339,0.081603535,0.11608094722032547,6.0
F,0.58474493,0.44665986,0.165,1.0165135,0.37085608,0.17196585,0.365316241979599,15.0
M,0.52,0.38366735,0.155,0.7369208,0.3048099,0.15372041,0.2087709754705429,9.0
M,0.46,0.355,0.13,0.6352331,0.27654657,0.13319021,0.18257153034210205,9.0
I,0.5039237,0.395,0.1253067,0.59985924,0.2768187,0.15084307,0.1716114729642868,8.0
M,0.7250656,0.5739591,0.2016734,2.0816412,1.1407915,0.43996134,0.5105645060539246,10.0
M,0.5541609,0.425,0.14,0.76509005,0.3708757,0.15544425,0.21835045516490936,11.0
F,0.7169264,0.5611534,0.195,1.7536193,0.7583848,0.4191723,0.500866711139679,11.0
I,0.4419797,0.35244957,0.13,0.47053933,0.22474708,0.13949262,0.14090457558631897,8.0
M,0.47016522,0.365,0.125,0.5480485,0.24004659,0.120363854,0.184115469455719,10.0
I,0.41393533,0.31755847,0.1,0.32431686,0.1466703,0.05833242,0.10475429892539978,6.0
M,0.625,0.5,0.17,1.3072563,0.53173465,0.26546714,0.36906707286834717,13.0
F,0.5595548,0.43,0.15,0.8300336,0.38104233,0.19175361,0.2248568832874298,8.0
M,0.15264307,0.113634646,0.028150732,0.039501414,0.004412276,0.0047528627,0.00693871732801199,4.0
M,0.575,0.45587477,0.15,0.92104733,0.3646975,0.19615018,0.27502280473709106,12.0
F,0.61,0.46907574,0.16,1.1732143,0.5172209,0.25781727,0.3150213360786438,10.0
I,0.33670738,0.2229861,0.095,0.1603735,0.05822848,0.033404082,0.05647061765193939,4.0
M,0.515,0.39,0.14,0.695769,0.28315315,0.13866311,0.2205526977777481,11.0
I,0.5,0.3985893,0.13,0.5370882,0.2634539,0.10715629,0.1513805091381073,7.0
F,0.6048901,0.47195017,0.16,1.0918163,0.4471097,0.22665152,0.31545066833496094,11.0
M,0.662924,0.52,0.175,1.4403728,0.62910116,0.31095517,0.38750675320625305,11.0
M,0.57,0.415,0.155,1.0008907,0.29920045,0.1430648,0.3151230216026306,15.0
I,0.35807696,0.26458353,0.09,0.22115919,0.10129322,0.042450357,0.05888962373137474,8.0
I,0.3804029,0.27547792,0.1,0.25281277,0.13160394,0.04144371,0.06992656737565994,7.0
M,0.6298198,0.485,0.175,1.3306279,0.6287607,0.300703,0.3601681590080261,10.0
I,0.38329,0.28725526,0.1,0.25486442,0.13464002,0.050949324,0.07534156739711761,6.0
F,0.5452496,0.43195626,0.145,0.7967068,0.37966567,0.16247404,0.21788235008716583,9.0
I,0.5,0.38603616,0.125,0.5743526,0.30188125,0.11585698,0.14806434512138367,8.0
F,0.37,0.27802932,0.1,0.26025444,0.09388789,0.05118563,0.09247496724128723,11.0
M,0.46,0.34834594,0.125,0.506459,0.21531133,0.10983112,0.15350909531116486,11.0
F,0.6559887,0.51953226,0.18,1.4656465,0.61357,0.31135097,0.40828242897987366,11.0
M,0.5201757,0.40825006,0.14,0.68125015,0.3990513,0.15376642,0.21620416641235352,10.0
F,0.6150369,0.485,0.16,1.1386697,0.47960457,0.24153134,0.3044629693031311,12.0
M,0.5742234,0.44790208,0.16,0.9151778,0.4248345,0.209757,0.2603994905948639,10.0
F,0.61084324,0.475,0.16,1.0480857,0.47512066,0.2194006,0.3014560043811798,11.0
F,0.50964266,0.39,0.13,0.6992107,0.31583312,0.15419497,0.19595028460025787,8.0
F,0.57,0.41,0.145,0.76932776,0.32628897,0.17142,0.26240068674087524,10.0
M,0.38705516,0.30706498,0.10061202,0.28578824,0.16548559,0.06005488,0.08435764908790588,7.0
I,0.55,0.405,0.12,0.63230693,0.31242594,0.13240243,0.18241018056869507,8.0
F,0.575,0.455,0.16,0.9785625,0.39238837,0.19558713,0.2821166515350342,13.0
M,0.61,0.45,0.165,1.2008075,0.37396547,0.19639957,0.3489575982093811,15.0
I,0.24833,0.15912722,0.050814692,0.060005195,0.025326254,0.010133633,0.018849939107894897,7.0
I,0.2846915,0.20614494,0.06284322,0.10029489,0.056115597,0.019113433,0.03967138007283211,6.0
I,0.28980267,0.208205,0.075,0.116584934,0.052937534,0.029177995,0.043834369629621506,7.0
F,0.47361526,0.355,0.11,0.5295815,0.25535423,0.10219279,0.14079907536506653,8.0
M,0.62,0.495,0.17,1.1456873,0.5099628,0.24297412,0.3507164418697357,13.0
F,0.48100966,0.3841228,0.125,0.56926453,0.19994138,0.11534652,0.19555938243865967,12.0
M,0.65,0.525,0.18800528,1.4534818,0.66568375,0.31886888,0.3793240487575531,11.0
M,0.33490455,0.265,0.085,0.19191393,0.09050811,0.044135675,0.06027739867568016,8.0
I,0.3779178,0.27592504,0.1,0.30533734,0.11156164,0.050400585,0.09476332366466522,7.0
F,0.44,0.335,0.125,0.44142017,0.14244168,0.092360035,0.14095988869667053,15.0
F,0.657742,0.52729803,0.18,1.4433155,0.6331873,0.32727256,0.3851849138736725,12.0
M,0.635,0.5,0.165,1.3201976,0.6137184,0.29187086,0.36850762367248535,10.0
M,0.68766767,0.55438983,0.2,1.6904579,0.70959336,0.36946067,0.5171167254447937,13.0
F,0.65540683,0.51,0.16,1.4549463,0.6417691,0.3196611,0.3869105279445648,9.0
I,0.2696788,0.1978577,0.07711889,0.11380583,0.04631551,0.020259034,0.03437734395265579,7.0
M,0.31405777,0.21060315,0.08,0.13046438,0.050067563,0.030746507,0.05774129927158356,4.0
M,0.692307,0.56619775,0.195,1.820063,0.81099784,0.40567806,0.5047547817230225,12.0
M,0.38511482,0.31388074,0.11,0.3637756,0.17472306,0.088434294,0.10474374890327454,9.0
I,0.4744244,0.36065573,0.115,0.47292838,0.2261905,0.09083007,0.12677066028118134,9.0
I,0.475,0.37700242,0.125,0.6017562,0.20948826,0.11528492,0.17354519665241241,13.0
M,0.66010886,0.52,0.17682311,1.4740195,0.6533478,0.32383466,0.3977918028831482,11.0
F,0.60245395,0.4805756,0.16,1.1404294,0.4837611,0.23691414,0.31142741441726685,12.0
F,0.615,0.48444656,0.17,1.1632197,0.4920804,0.24063659,0.3235284388065338,11.0
M,0.58,0.44674796,0.15,0.8777197,0.41484413,0.19556442,0.2734697759151459,10.0
I,0.28175467,0.20152113,0.08,0.10013482,0.055240612,0.022765672,0.03402108699083328,6.0
F,0.3743836,0.27674794,0.095,0.27260455,0.07988857,0.054849066,0.10091773420572281,13.0
M,0.5321822,0.4,0.145,0.75206375,0.34036145,0.16270004,0.23405738174915314,9.0
M,0.575,0.46,0.15443219,1.0151424,0.4229649,0.20786403,0.2731826901435852,9.0
I,0.5488762,0.43,0.142162,0.77823734,0.34973896,0.1586282,0.21884843707084656,9.0
I,0.53507227,0.41,0.135,0.8007464,0.32558954,0.1733593,0.22295083105564117,8.0
I,0.2963456,0.20957626,0.0698544,0.122015305,0.052038405,0.0252104,0.05736461281776428,6.0
M,0.6775651,0.525,0.18,1.594918,0.76457095,0.35253024,0.394835501909256,10.0
M,0.63769156,0.49,0.16228484,1.2305598,0.57648194,0.27349487,0.31501004099845886,9.0
F,0.44,0.345,0.11,0.46700597,0.2229954,0.08820259,0.12805382907390594,8.0
F,0.5632933,0.445,0.16,0.95202917,0.42531264,0.17899866,0.27031219005584717,11.0
M,0.53,0.43,0.14,0.7427735,0.35316372,0.16815753,0.25058698654174805,11.0
M,0.61130613,0.47,0.155,1.1328515,0.5472958,0.24688901,0.2885796129703522,9.0
F,0.6538704,0.505,0.18,1.3469998,0.6379348,0.30679512,0.3917512595653534,10.0
F,0.615,0.49910945,0.175,1.2737818,0.52681154,0.25421774,0.3859465420246124,15.0
F,0.5,0.37057677,0.14,0.69245994,0.27750573,0.12911247,0.17637650668621063,9.0
M,0.565,0.43,0.145,0.8634364,0.3783494,0.19115458,0.23229603469371796,9.0
I,0.44309768,0.32671988,0.12,0.40164864,0.20432532,0.093598075,0.11396121233701706,8.0
M,0.5115621,0.4127175,0.135,0.7125147,0.29830027,0.14274232,0.21306338906288147,11.0
M,0.62872285,0.495,0.17494205,1.333238,0.6208524,0.28576028,0.3370112180709839,9.0
M,0.575,0.44113943,0.16,0.9669796,0.42634624,0.21422796,0.27939507365226746,10.0
M,0.6665096,0.52407396,0.18,1.4893109,0.59578466,0.33071414,0.44247159361839294,10.0
M,0.38961974,0.3,0.11,0.32841098,0.12099519,0.07410244,0.11333830654621124,11.0
M,0.505,0.40328708,0.145,0.70945424,0.25593162,0.14996326,0.22616174817085266,13.0
I,0.4514923,0.345,0.105,0.37656838,0.18935375,0.09250748,0.11567305773496628,8.0
M,0.52813053,0.42,0.135,0.7508974,0.36808798,0.18375069,0.1859535574913025,8.0
M,0.64,0.505,0.17127693,1.3427874,0.6560649,0.2996832,0.35520970821380615,10.0
I,0.48798385,0.38,0.12674296,0.60180354,0.29214182,0.11736033,0.14391112327575684,8.0
M,0.4657382,0.38,0.125,0.54285294,0.2540192,0.12066888,0.18229995667934418,10.0
M,0.63652027,0.5063301,0.16980411,1.1764961,0.5567482,0.27433807,0.35437825322151184,10.0
F,0.44184256,0.35,0.11054185,0.3965095,0.16016518,0.09715288,0.11965550482273102,4.0
M,0.4501879,0.345,0.125,0.53237283,0.23615122,0.11008711,0.1524304896593094,9.0
F,0.575,0.4539511,0.15,0.80232435,0.39171106,0.17031735,0.22330309450626373,11.0
F,0.37,0.27616578,0.095,0.32043707,0.13085465,0.047300898,0.06357717514038086,8.0
M,0.58799624,0.455,0.17,1.0167719,0.40104595,0.18284203,0.3372536599636078,15.0
M,0.6,0.46,0.14,0.9680909,0.42858225,0.22049569,0.25999897718429565,9.0
F,0.615,0.49199194,0.17989889,1.1398605,0.5125134,0.25490385,0.3451193869113922,12.0
F,0.47039798,0.355,0.125,0.5027879,0.2230081,0.10867337,0.1376604586839676,9.0
F,0.6198218,0.485,0.165,1.1987784,0.55727917,0.24976453,0.30984407663345337,9.0
M,0.5254983,0.42,0.14528105,0.75576246,0.29224747,0.16427952,0.23954714834690094,12.0
M,0.595,0.45,0.165,1.0062407,0.48377782,0.23641863,0.29308056831359863,10.0
I,0.43336597,0.3383051,0.1,0.36829942,0.19114944,0.06167759,0.094805508852005,9.0
F,0.48056477,0.37,0.1299404,0.5428985,0.22419542,0.11740591,0.16644592583179474,11.0
M,0.565,0.44114152,0.13269602,0.8781032,0.3725658,0.18744619,0.2266988456249237,9.0
F,0.57,0.44,0.145,0.8942171,0.43463117,0.1913811,0.22100403904914856,8.0
M,0.2564646,0.19742538,0.065,0.1077804,0.03660123,0.02398696,0.034915488213300705,7.0
