Sex,Length,Diameter,Height,Whole weight,Shucked weight,Viscera weight,Shell weight,Rings
F,0.39799008,0.3,0.12,0.3619812,0.09941651,0.07405686,0.1348574012517929,12.0
F,0.6,0.48,0.175,1.0930008,0.47439826,0.23615868,0.32768216729164124,13.0
F,0.63,0.49833953,0.175,1.358118,0.6010648,0.292465,0.3419315814971924,9.0
I,0.30975956,0.21491602,0.063475505,0.115926184,0.050019793,0.02120487,0.03758406266570091,6.0
I,0.46025398,0.355,0.13219844,0.5730469,0.2480351,0.12014223,0.16578592360019684,8.0
F,0.6024729,0.47,0.16,1.0584666,0.45464692,0.2247444,0.3055235743522644,11.0
F,0.63982505,0.51,0.175,1.3098794,0.57888865,0.30005354,0.38030877709388733,12.0
I,0.575,0.45,0.15241086,0.86924857,0.39694473,0.20310047,0.2671487033367157,9.0
M,0.55,0.435,0.145,0.811972,0.29038876,0.16007942,0.2826744019985199,15.0
M,0.47561696,0.36886904,0.14,0.6357769,0.3029952,0.1284365,0.16674156486988068,9.0
F,0.46606955,0.365,0.115,0.47704887,0.2400181,0.09617455,0.13542017340660095,7.0
M,0.66744334,0.5047489,0.19702922,1.6493874,0.5896898,0.25076872,0.4887893497943878,15.0
F,0.655,0.5144308,0.16042818,1.4856492,0.65484446,0.30340713,0.3960230052471161,11.0
F,0.56,0.44662687,0.16,0.89689356,0.4525702,0.21484268,0.2757314145565033,10.0
M,0.635,0.5055099,0.17,1.2972221,0.582465,0.2904364,0.3554096221923828,11.0
M,0.645,0.5,0.17305867,1.2656533,0.5966726,0.28887823,0.3505510985851288,10.0
M,0.62,0.49,0.16,1.223999,0.48966217,0.2574009,0.33500000834465027,11.0
I,0.5230785,0.4199057,0.145,0.7627407,0.3476629,0.1527725,0.22321531176567078,9.0
M,0.48624292,0.39759934,0.13,0.5970398,0.32425037,0.13954838,0.15554708242416382,9.0
M,0.6343719,0.5,0.175,1.3488647,0.61691064,0.2953261,0.3748892545700073,11.0
M,0.54734015,0.4367218,0.14,0.8361832,0.32570317,0.1735027,0.24932269752025604,13.0
I,0.47895956,0.365,0.125,0.553317,0.26038906,0.11601215,0.15554749965667725,9.0
M,0.7560837,0.57845044,0.2,2.1614623,1.0802749,0.47815427,0.5770915746688843,10.0
F,0.6522647,0.52,0.185,1.440686,0.6133793,0.32380763,0.42495253682136536,12.0
I,0.585,0.4632429,0.15,1.0592228,0.46831504,0.22466588,0.2747286856174469,8.0
M,0.5174905,0.39223957,0.135,0.77085614,0.22070795,0.12498112,0.24521254003047943,15.0
M,0.65640616,0.525,0.175,1.4339476,0.62575155,0.3213852,0.41081514954566956,13.0
I,0.32005507,0.2258529,0.085,0.1357151,0.06145754,0.03178279,0.04501667618751526,6.0
I,0.45558938,0.326382,0.11,0.33770514,0.17819926,0.06359888,0.11110300570726395,9.0
M,0.645,0.5176284,0.185,1.4566747,0.58308357,0.29212862,0.4629153609275818,15.0
I,0.34067094,0.24078088,0.07903926,0.19809888,0.087833464,0.034423668,0.05570187792181969,7.0
F,0.605,0.485,0.17,1.2807851,0.5146623,0.256277,0.3539402186870575,11.0
F,0.525,0.41,0.14,0.77092904,0.29185686,0.14766954,0.225818932056427,11.0
M,0.52,0.4,0.14,0.6582266,0.34677708,0.14410557,0.178327277302742,9.0
M,0.47,0.365,0.105,0.4965137,0.25083774,0.09419904,0.12707236409187317,8.0
F,0.61,0.47,0.165,1.0234904,0.4672463,0.23233655,0.30000564455986023,11.0
I,0.24634804,0.168057,0.065,0.07543383,0.049745996,0.016133629,0.028311418369412422,5.0
M,0.53,0.41,0.15,0.8143582,0.32194662,0.1711113,0.2444429248571396,11.0
M,0.37145796,0.28108096,0.095,0.24223395,0.12937306,0.05854594,0.06999057531356812,8.0
F,0.57,0.44,0.14,0.9216046,0.4112261,0.18939173,0.2189151495695114,8.0
I,0.45,0.345,0.09,0.28698412,0.15836532,0.054310672,0.10581611096858978,9.0
F,0.20618749,0.15166534,0.059923906,0.08133034,0.01489829,0.015099518,0.017285220324993134,4.0
F,0.37370098,0.27441522,0.09,0.2294021,0.12217641,0.04670988,0.06999361515045166,5.0
M,0.52255243,0.4079426,0.13,0.7403674,0.3014202,0.15788339,0.195486381649971,9.0
M,0.49389228,0.39237714,0.12212361,0.5872146,0.28703895,0.13808869,0.15620212256908417,8.0
I,0.36636513,0.265,0.095,0.19902974,0.10678264,0.04540684,0.059889357537031174,7.0
M,0.61709464,0.49143696,0.16,1.1216838,0.4625737,0.23676006,0.33530277013778687,13.0
I,0.1922263,0.11809534,0.03731017,0.031121315,0.014257203,0.0057608206,0.011892417445778847,5.0
M,0.555,0.435,0.14,0.8587264,0.33471006,0.18942475,0.21876637637615204,11.0
M,0.3377544,0.2656711,0.105,0.21448943,0.11226768,0.0508406,0.0672488659620285,8.0
I,0.515,0.39,0.125,0.6350441,0.3021982,0.13896441,0.1783834993839264,8.0
I,0.475,0.355,0.11,0.48444104,0.21483974,0.0887174,0.12402131408452988,7.0
M,0.57,0.45,0.16,0.89281255,0.42783207,0.20477921,0.2544872760772705,11.0
F,0.3998779,0.27909917,0.065,0.22729068,0.091602825,0.040088367,0.07095549255609512,7.0
M,0.63,0.49329758,0.155,1.180663,0.5585099,0.26827985,0.2993220388889313,8.0
I,0.5154992,0.385,0.13537267,0.5734464,0.2976714,0.13090646,0.19554553925991058,9.0
M,0.62,0.5,0.16665223,1.2632328,0.49964595,0.23819159,0.3553321361541748,15.0
M,0.4820623,0.35825837,0.12681314,0.56070817,0.25253797,0.12877826,0.16834676265716553,10.0
I,0.3173795,0.20851314,0.07526747,0.1100157,0.04823887,0.027171278,0.03705989196896553,7.0
F,0.505,0.37751815,0.13,0.62728184,0.28202173,0.14954516,0.1736048310995102,8.0
F,0.5630651,0.43,0.15,0.8264835,0.41466796,0.18188001,0.23115544021129608,10.0
M,0.58,0.46613196,0.16,1.0159882,0.4602996,0.22297528,0.2848140001296997,11.0
M,0.57,0.4387349,0.155,0.92495245,0.47939152,0.20284112,0.26499998569488525,9.0
M,0.56,0.45,0.14363888,0.8725277,0.33988118,0.18148893,0.25999999046325684,13.0
F,0.53,0.39417362,0.14,0.7242314,0.24812327,0.13291308,0.27811339497566223,15.0
I,0.5213209,0.41,0.14,0.79990244,0.33943763,0.15810214,0.23964078724384308,10.0
F,0.6341993,0.505,0.17,1.3130238,0.5673725,0.27086592,0.3521421551704407,11.0
M,0.30043066,0.22543377,0.08,0.13680707,0.07450264,0.03445327,0.04769429564476013,6.0
I,0.2627824,0.16941234,0.053338323,0.090398714,0.034485593,0.013162952,0.027533961459994316,7.0
M,0.597235,0.475,0.16,1.1134012,0.5059071,0.25427684,0.30031105875968933,9.0
I,0.513199,0.3844549,0.124204166,0.59472024,0.2934497,0.12762912,0.1677713692188263,8.0
I,0.090043314,0.06546903,0.024151247,0.009689434,0.0027633088,0.0018949383,0.003388729877769947,4.0
M,0.40728706,0.32093194,0.095,0.32734203,0.1909219,0.05972188,0.08360564708709717,8.0
I,0.585,0.45,0.14,0.8296446,0.3692636,0.19350396,0.24464306235313416,10.0
M,0.40344158,0.3,0.125,0.42942086,0.1974751,0.08538604,0.1365353763103485,10.0
M,0.5784361,0.445,0.14,0.8933888,0.4386204,0.1844201,0.2356724888086319,8.0
M,0.62,0.49429187,0.185,1.2888471,0.5122021,0.26868814,0.4026246666908264,15.0
F,0.65,0.525,0.18,1.4262859,0.65216595,0.3112869,0.3980046808719635,12.0
F,0.595,0.4675162,0.155,1.0294509,0.45507833,0.21356316,0.2632368206977844,9.0
M,0.46,0.365,0.125,0.47915313,0.18405733,0.098006204,0.16654884815216064,12.0
M,0.61,0.475,0.165,1.0764344,0.44364977,0.23892353,0.3273868262767792,12.0
M,0.5840683,0.465,0.155,0.96585226,0.44569972,0.22202739,0.3028680980205536,11.0
M,0.65770686,0.53,0.19,1.5305045,0.6505975,0.32514337,0.4635647237300873,13.0
F,0.5604868,0.43756637,0.145,0.9059978,0.41994408,0.1887326,0.24452239274978638,9.0
M,0.41079167,0.307227,0.11196017,0.44778314,0.14290307,0.075623795,0.1364252269268036,11.0
M,0.54923207,0.435,0.14,0.8366431,0.29171178,0.16522059,0.27530768513679504,13.0
I,0.55614555,0.4385401,0.15,0.82678604,0.32925206,0.17060594,0.23096521198749542,13.0
F,0.545,0.42,0.15,0.9147958,0.384455,0.18310085,0.25405144691467285,9.0
I,0.37182993,0.29492062,0.09,0.2524274,0.1312423,0.043544516,0.06078777462244034,8.0
I,0.33126193,0.2459817,0.075,0.16580373,0.06523158,0.03723489,0.051328204572200775,5.0
M,0.66700476,0.5218805,0.17289266,1.433597,0.670656,0.3087853,0.3872257471084595,11.0
M,0.56,0.42146274,0.15,0.9763276,0.39089346,0.20294978,0.2822447121143341,9.0
F,0.49709445,0.39277145,0.135,0.644195,0.25884575,0.123725034,0.17553578317165375,11.0
F,0.63,0.48942053,0.16,1.2047106,0.6032974,0.24420753,0.3188030421733856,10.0
F,0.605,0.475,0.155,1.1420845,0.5008784,0.24193928,0.31099802255630493,9.0
F,0.575,0.46118206,0.17,1.1175671,0.46166024,0.22575979,0.3269290626049042,13.0
M,0.4273642,0.3364027,0.115,0.46939653,0.181924,0.103359245,0.13531193137168884,11.0
M,0.24257864,0.18742466,0.0610433,0.0917376,0.03904532,0.014356233,0.029063846915960312,7.0
I,0.43190962,0.325,0.1,0.43991148,0.17763796,0.095150955,0.11575412005186081,8.0
I,0.5835214,0.445,0.15,0.96955687,0.42120656,0.19528769,0.2574513256549835,9.0
M,0.595,0.47930685,0.16052341,1.089924,0.5235711,0.24481356,0.315071702003479,10.0
F,0.71100974,0.5670186,0.2,1.9727187,0.7899274,0.41811547,0.5603454113006592,13.0
F,0.3871996,0.3,0.12,0.3564962,0.11338206,0.071935646,0.1335344910621643,12.0
M,0.32982507,0.25416625,0.07635358,0.15566407,0.08809556,0.03166591,0.044745851308107376,7.0
M,0.66213465,0.5247819,0.18,1.4839513,0.6373595,0.3322623,0.38339120149612427,11.0
M,0.44818553,0.33668837,0.12,0.37779528,0.18616414,0.092428446,0.11104726791381836,9.0
M,0.64,0.51010513,0.18,1.3679204,0.60016,0.30221063,0.36666443943977356,11.0
M,0.5,0.39,0.14,0.6428288,0.24332233,0.13500522,0.22581060230731964,13.0
I,0.35635325,0.265,0.085,0.19641642,0.0951983,0.04278369,0.07111811637878418,6.0
F,0.5149265,0.40173414,0.13,0.67350453,0.29760882,0.13983123,0.17572268843650818,6.0
M,0.64096314,0.5,0.165,1.2838354,0.60616094,0.29663205,0.35511502623558044,10.0
F,0.62,0.48158637,0.16877574,1.1763945,0.45431024,0.23585357,0.3250064551830292,11.0
M,0.58832276,0.45051402,0.145,1.0610793,0.48985782,0.2213331,0.2675020396709442,9.0
M,0.655,0.515946,0.17635591,1.3830171,0.6192561,0.313907,0.38900864124298096,11.0
M,0.66715384,0.51979464,0.1943949,1.5686303,0.72596157,0.37259054,0.4366927146911621,9.0
M,0.6910191,0.55207175,0.185,1.7118367,0.7610156,0.37599093,0.47752508521080017,11.0
I,0.53,0.42,0.135,0.7366072,0.30437252,0.14530684,0.1930311918258667,6.0
I,0.3173294,0.22624741,0.07608902,0.12608598,0.05601275,0.028760375,0.04417525604367256,6.0
I,0.52686185,0.40704295,0.14,0.79494447,0.31340322,0.15676063,0.22356648743152618,9.0
I,0.5263332,0.3966837,0.13807063,0.6098863,0.23280919,0.116329454,0.19525174796581268,15.0
M,0.60743487,0.475,0.155,1.0623478,0.4459224,0.23895858,0.2918599545955658,11.0
I,0.53,0.41771996,0.15,0.6436288,0.38188922,0.16101842,0.20352864265441895,10.0
M,0.5928796,0.465,0.14566222,1.0147659,0.5131137,0.20343587,0.2421075850725174,9.0
F,0.64659786,0.51,0.18599491,1.4448137,0.54575485,0.27594405,0.49259254336357117,15.0
M,0.64,0.515,0.175,1.3403817,0.5813081,0.29868937,0.3858683109283447,12.0
I,0.37,0.27431357,0.09,0.22593683,0.10617986,0.05334203,0.08118554204702377,6.0
M,0.46659842,0.355,0.135,0.5140317,0.1656507,0.108004935,0.17948783934116364,11.0
F,0.6347905,0.5,0.17,1.3339958,0.5765281,0.2986451,0.40029871463775635,10.0
M,0.5993706,0.475,0.165,1.048685,0.48660824,0.24110729,0.2808213233947754,11.0
F,0.52470344,0.39,0.15,0.703502,0.31136262,0.15646845,0.20295099914073944,9.0
M,0.68743473,0.5418251,0.18248105,1.6961573,0.7824023,0.3689243,0.423469215631485,10.0
I,0.5262085,0.40657905,0.115,0.6160206,0.30112073,0.13915274,0.17591185867786407,9.0
M,0.6216697,0.4984169,0.17171061,1.303573,0.5299674,0.28382793,0.3625660240650177,11.0
M,0.625,0.48,0.16,1.303038,0.59432966,0.26472926,0.34467437863349915,10.0
F,0.6,0.4693473,0.15,0.9920358,0.44363084,0.21382883,0.27509674429893494,11.0
F,0.68882245,0.525,0.175,1.5741864,0.74942976,0.36563522,0.4192950427532196,9.0
M,0.5,0.37,0.14,0.6046627,0.28345692,0.14126283,0.18692593276500702,10.0
M,0.27150583,0.207073,0.075,0.13712224,0.060926516,0.02974947,0.049527961760759354,8.0
F,0.525,0.4147402,0.16,0.73505193,0.40172544,0.17664397,0.2237567901611328,10.0
M,0.35965568,0.28733358,0.10864141,0.2432286,0.14256744,0.059465066,0.0758802741765976,7.0
M,0.45740584,0.3688739,0.13,0.5360811,0.27970868,0.12408332,0.17993441224098206,9.0
I,0.58,0.47106913,0.15,1.0065085,0.45895055,0.22505932,0.29480424523353577,9.0
F,0.669652,0.52,0.175,1.5419868,0.68539554,0.34178835,0.42573973536491394,10.0
F,0.5592379,0.43118355,0.135,0.8201528,0.37183082,0.17354639,0.2134731411933899,8.0
M,0.61,0.48,0.16335098,1.2677257,0.5219942,0.2691282,0.31582778692245483,9.0
I,0.60695463,0.48191655,0.155,1.1600434,0.4784285,0.26932296,0.34596526622772217,11.0
M,0.55,0.42672443,0.13,0.7515001,0.33921728,0.1609062,0.2090633064508438,7.0
F,0.79833895,0.6222888,0.21005201,2.6318185,1.270409,0.69876075,0.7977190017700195,11.0
M,0.62,0.4926116,0.16,1.2116815,0.5097042,0.26947153,0.3381924331188202,11.0
M,0.44167855,0.35,0.105,0.45566854,0.20873562,0.08751702,0.11364815384149551,9.0
M,0.29882064,0.24363825,0.09,0.18874748,0.07958733,0.04108927,0.06300394982099533,9.0
F,0.47984484,0.3420211,0.13858971,0.5289224,0.24669425,0.12588201,0.18560881912708282,9.0
I,0.575,0.45,0.14,0.8391927,0.40411004,0.18646507,0.2483840435743332,9.0
M,0.59,0.47,0.15565,1.00179,0.48368064,0.22401047,0.26682141423225403,9.0
M,0.58,0.46452934,0.16,0.92745566,0.43225133,0.20206876,0.26499998569488525,13.0
M,0.595,0.46,0.145,0.9727812,0.44361943,0.20732422,0.26499998569488525,9.0
M,0.5999345,0.47345054,0.165,1.128621,0.49416703,0.24533007,0.29483285546302795,11.0
F,0.5216439,0.3965871,0.13936833,0.60702795,0.28158244,0.15498614,0.17509819567203522,9.0
