Sex,Length,Diameter,Height,Whole weight,Shucked weight,Viscera weight,Shell weight,Rings
M,0.63830584,0.505,0.17,1.2801491,0.5883196,0.2893329,0.3602507710456848,11.0
F,0.525,0.3835902,0.145,0.6840866,0.24379155,0.12140621,0.27513301372528076,15.0
M,0.57,0.45627213,0.155,0.99466026,0.39158076,0.20337473,0.310776948928833,13.0
I,0.35419145,0.265,0.1,0.20507076,0.09537066,0.04793746,0.07127433270215988,6.0
M,0.3678854,0.289814,0.085,0.26266277,0.0894735,0.048280142,0.06750725209712982,7.0
F,0.64312094,0.51,0.18,1.3284245,0.6258012,0.30724344,0.37568384408950806,11.0
M,0.47778618,0.37,0.1314103,0.6648684,0.2742824,0.14308082,0.18942353129386902,10.0
F,0.62980723,0.5001605,0.175,1.3444309,0.6552825,0.27991325,0.3551090359687805,9.0
F,0.38577944,0.29812467,0.09,0.32362723,0.14110045,0.059379447,0.09327461570501328,7.0
F,0.65380245,0.52,0.19,1.4919811,0.63704085,0.3505924,0.42741847038269043,12.0
I,0.478421,0.3601913,0.1,0.49268466,0.19823827,0.07685376,0.13302858173847198,7.0
F,0.58,0.455,0.14,1.0091159,0.37863305,0.2049328,0.2840243875980377,11.0
M,0.56,0.445,0.14,0.8491832,0.3231277,0.1774572,0.2626342177391052,13.0
I,0.55,0.43230367,0.13,0.7004163,0.34268734,0.13957722,0.20418784022331238,7.0
M,0.545,0.425,0.135,0.62078935,0.307603,0.14558616,0.21405021846294403,11.0
M,0.58,0.45,0.155,0.98780626,0.44106802,0.20690408,0.26251643896102905,9.0
F,0.56,0.42,0.14,0.8124297,0.34999627,0.17472543,0.23456957936286926,10.0
I,0.1968063,0.116581164,0.042606954,0.03227082,0.014747934,0.006771324,0.010234717279672623,5.0
F,0.565,0.425,0.135,0.7671685,0.36448768,0.17553736,0.21053960919380188,8.0
M,0.47,0.35696858,0.115,0.46355712,0.20295091,0.12054978,0.13011926412582397,8.0
F,0.5048236,0.39,0.125,0.6208563,0.29467124,0.12602451,0.1745435744524002,9.0
M,0.49491307,0.38,0.14,0.5668783,0.2228143,0.122639365,0.2322150021791458,13.0
F,0.57,0.44818255,0.155,0.94019014,0.34940884,0.18118025,0.3001437187194824,15.0
M,0.42382956,0.32203948,0.095,0.28420666,0.17255473,0.057319198,0.07962466031312943,7.0
M,0.5,0.4,0.135,0.6708802,0.34759605,0.14201842,0.16414561867713928,9.0
F,0.5891313,0.45,0.16008414,0.92151624,0.36252925,0.18136494,0.33575165271759033,15.0
F,0.62,0.49887806,0.165,1.2150549,0.49435052,0.25329715,0.36554840207099915,13.0
M,0.65,0.5,0.165,1.414976,0.5789762,0.3023098,0.4079316556453705,10.0
M,0.66954285,0.5416372,0.19401194,1.648364,0.7425661,0.38907677,0.42823347449302673,11.0
M,0.67412174,0.525,0.1744686,1.5062668,0.65797776,0.33318228,0.4092561900615692,11.0
F,0.5,0.38476124,0.13316697,0.59510297,0.27810422,0.12969746,0.15574248135089874,8.0
M,0.681925,0.52214247,0.18,1.5046716,0.7802191,0.3356814,0.39723628759384155,9.0
M,0.6024061,0.47,0.16785511,1.0831201,0.48580742,0.24585783,0.30460500717163086,11.0
F,0.54587054,0.43849134,0.14243424,0.8398924,0.35468808,0.16357036,0.23591932654380798,11.0
M,0.60857236,0.47,0.165,1.116972,0.46808693,0.23931329,0.30638575553894043,11.0
M,0.31262782,0.22466993,0.074804164,0.15336479,0.06862001,0.030230382,0.04918511584401131,5.0
M,0.68072474,0.5336106,0.175,1.5485264,0.6740333,0.33809078,0.43547165393829346,11.0
F,0.38385615,0.29047358,0.115,0.28730708,0.16379394,0.07675692,0.08384612202644348,8.0
I,0.378389,0.2880984,0.08,0.2768807,0.12966011,0.049092654,0.08714862912893295,7.0
M,0.6163126,0.485,0.16,1.08186,0.48796117,0.23715244,0.3195359706878662,11.0
M,0.61,0.45,0.175,1.2597678,0.42650953,0.19616076,0.4010772407054901,15.0
F,0.6046986,0.47,0.16,0.958246,0.4163955,0.21341829,0.29480117559432983,13.0
M,0.3190866,0.23540854,0.089212686,0.186515,0.0641467,0.037422642,0.05181952565908432,7.0
M,0.62510985,0.5,0.17,1.356127,0.49452898,0.27638492,0.390371710062027,13.0
I,0.585,0.44648364,0.15,0.91661763,0.3894121,0.20581633,0.2837566137313843,10.0
M,0.48708153,0.375,0.13,0.629986,0.18976417,0.117825076,0.2364083230495453,15.0
F,0.5181708,0.405,0.14,0.7063169,0.2472711,0.13039157,0.25,15.0
F,0.51122516,0.38,0.12,0.656786,0.2862783,0.12769255,0.16807930171489716,9.0
M,0.42761707,0.33117813,0.105,0.32735357,0.18450095,0.07946949,0.10465679317712784,7.0
F,0.37,0.27289003,0.09,0.22497298,0.114042744,0.050591383,0.0574260950088501,9.0
I,0.41186747,0.2948866,0.09,0.23371188,0.11363287,0.054661512,0.07826197892427444,7.0
M,0.53,0.4,0.145,0.7864242,0.28442156,0.14314182,0.2736515700817108,15.0
I,0.3384508,0.2547838,0.08,0.17598355,0.08853247,0.036515698,0.05633799731731415,4.0
M,0.42485633,0.335,0.098776445,0.34528682,0.17124088,0.07684659,0.07756287604570389,8.0
F,0.46,0.34910822,0.13,0.47803566,0.23418343,0.09878035,0.11093524098396301,9.0
F,0.56,0.445,0.16,1.0363698,0.4707853,0.21473372,0.2931932508945465,10.0
M,0.38359773,0.28897327,0.115,0.27889374,0.16206741,0.06257663,0.0793066993355751,9.0
I,0.21400177,0.13587832,0.04747808,0.030561091,0.013333437,0.009158601,0.013569073751568794,6.0
M,0.475,0.375,0.125,0.551271,0.23845026,0.12437004,0.13531455397605896,7.0
I,0.555,0.42402944,0.14,0.7330204,0.35664845,0.16596061,0.2206379920244217,10.0
F,0.615,0.48456618,0.17,1.1278769,0.48243913,0.25474244,0.33500000834465027,12.0
I,0.36563554,0.265,0.11,0.3015437,0.11981408,0.05685427,0.09416968375444412,10.0
I,0.535,0.4,0.135,0.63085043,0.2935641,0.14297977,0.2108938843011856,9.0
M,0.53,0.37954342,0.135,0.5942034,0.2980992,0.13630266,0.17123666405677795,9.0
F,0.60096097,0.475,0.16,1.06914,0.47570238,0.22364543,0.32012760639190674,11.0
M,0.60079795,0.47107232,0.165,1.1636797,0.48976985,0.2550391,0.3255803883075714,11.0
M,0.5331526,0.415,0.135,0.75074434,0.33065042,0.14808486,0.18411214649677277,7.0
I,0.37,0.2700528,0.1,0.24888255,0.11433468,0.05591347,0.06550094485282898,8.0
F,0.61212814,0.48,0.16,1.2732357,0.5404451,0.25538087,0.3191875219345093,9.0
F,0.32686594,0.24595018,0.07747403,0.17750038,0.07030814,0.03836298,0.06377381086349487,9.0
M,0.645,0.5,0.17,1.3617811,0.62768835,0.30136514,0.36681151390075684,10.0
M,0.6225508,0.4838401,0.165,1.205035,0.5816039,0.28312984,0.3207986652851105,10.0
I,0.57,0.43071067,0.155,0.80006695,0.36360383,0.18409064,0.24381402134895325,9.0
M,0.43655345,0.31359822,0.08906964,0.26726317,0.16350894,0.047886785,0.06997418403625488,9.0
M,0.55,0.42105398,0.15,0.83963525,0.3739326,0.17366418,0.21799243986606598,9.0
F,0.3782722,0.2983725,0.1,0.3632922,0.1426336,0.06015373,0.09274650365114212,9.0
F,0.6,0.475,0.15,1.0173994,0.49044755,0.2268675,0.27448856830596924,9.0
F,0.635,0.50342107,0.18,1.2862098,0.582261,0.29377759,0.3601718544960022,11.0
F,0.555,0.43398836,0.15,0.98270655,0.3918183,0.18312618,0.27270081639289856,9.0
F,0.535,0.4006815,0.15,0.68131804,0.34351367,0.15938926,0.21174326539039612,10.0
F,0.69963163,0.5442178,0.18,1.7422917,0.740978,0.39616248,0.4500572085380554,9.0
M,0.6393839,0.5,0.17659158,1.3627442,0.63531226,0.31143865,0.3550373315811157,10.0
I,0.12686281,0.0960374,0.052304935,0.03307945,0.009573797,0.0064402893,0.010738592594861984,4.0
M,0.68111205,0.52875936,0.18189566,1.5124753,0.7205441,0.3469328,0.40148431062698364,10.0
I,0.574946,0.46,0.155,0.9100884,0.41535768,0.20845321,0.27007314562797546,11.0
M,0.4627952,0.365,0.12,0.5143798,0.26213983,0.10936891,0.11981568485498428,9.0
I,0.35890317,0.26238564,0.08,0.20366913,0.097365625,0.03190861,0.06238215044140816,6.0
F,0.54161745,0.41903824,0.125,0.7060216,0.3596603,0.14160523,0.1646725982427597,9.0
F,0.505,0.39,0.14,0.70448744,0.34437677,0.15884325,0.20044630765914917,8.0
M,0.53,0.41,0.13,0.7390235,0.36521927,0.15389097,0.16854625940322876,9.0
M,0.63,0.50838196,0.175,1.3661726,0.5628703,0.30674723,0.34548699855804443,11.0
M,0.4332265,0.345,0.12686156,0.41526613,0.15877518,0.0990318,0.14920438826084137,12.0
M,0.554135,0.44481817,0.15,0.90139645,0.32452664,0.18006897,0.27030014991760254,13.0
M,0.53,0.415,0.1441557,0.7733691,0.29901415,0.16607556,0.23596908152103424,13.0
F,0.5156386,0.4,0.145,0.8196837,0.3158577,0.15908235,0.2381729632616043,11.0
M,0.43322754,0.3384215,0.11,0.37138054,0.20303936,0.08771837,0.10471484810113907,8.0
M,0.39558834,0.29929662,0.105,0.30377477,0.08948051,0.063062385,0.11962461471557617,13.0
M,0.41162032,0.30345935,0.09505222,0.2915684,0.15549007,0.064353004,0.09657379984855652,8.0
F,0.50583375,0.38055807,0.135,0.66845477,0.3049515,0.13628784,0.15609760582447052,9.0
I,0.30926645,0.2124653,0.06734771,0.12064297,0.05045953,0.023087595,0.04426075518131256,7.0
I,0.4008069,0.3,0.09419527,0.2809414,0.1556754,0.05230533,0.07905596494674683,9.0
F,0.55707663,0.435,0.15,0.8087006,0.34246665,0.16817893,0.23998433351516724,11.0
I,0.253884,0.16600934,0.05998363,0.062893435,0.036742684,0.01697903,0.027510009706020355,5.0
F,0.645,0.50649947,0.17,1.3624858,0.5989113,0.2798432,0.37393897771835327,11.0
M,0.6753693,0.5324887,0.185,1.5432636,0.67491144,0.34463486,0.4226653575897217,11.0
M,0.62,0.4859381,0.175,1.1670078,0.4976117,0.2773896,0.3353988826274872,12.0
I,0.35671595,0.2717406,0.1,0.23761798,0.124004066,0.04850688,0.07365088909864426,7.0
F,0.4290023,0.3243271,0.09305841,0.33871487,0.15702504,0.073225446,0.11957219243049622,6.0
M,0.61,0.48,0.165,1.0522784,0.5295284,0.23589587,0.2893763482570648,10.0
M,0.51539224,0.38692763,0.135,0.6432391,0.26610184,0.13830505,0.1783006340265274,11.0
M,0.45936772,0.355,0.12,0.49613804,0.1547574,0.1003123,0.18513326346874237,15.0
M,0.47878894,0.36969686,0.10062069,0.5492016,0.2447736,0.1057635,0.14674939215183258,8.0
F,0.5541177,0.432798,0.15,0.8173734,0.40545145,0.1669312,0.21398966014385223,9.0
M,0.5223412,0.41153294,0.15,0.7032973,0.2657945,0.16047026,0.24864603579044342,13.0
M,0.38310954,0.3194172,0.08717874,0.41012636,0.11958745,0.07055073,0.09399595111608505,7.0
F,0.6060802,0.47,0.17156045,1.1111692,0.5155353,0.23399751,0.30023932456970215,10.0
F,0.5377946,0.415682,0.14,0.7453534,0.37651318,0.1566897,0.19779707491397858,7.0
F,0.47884583,0.35,0.115,0.4506868,0.23044449,0.10386795,0.1352837085723877,8.0
I,0.46109256,0.3473365,0.105,0.366613,0.19257547,0.08159995,0.11959898471832275,8.0
I,0.40405375,0.2958244,0.09559642,0.24236502,0.11697006,0.061597284,0.07556601613759995,8.0
I,0.35685676,0.2612874,0.08,0.18793236,0.08039256,0.034258235,0.06090782582759857,8.0
F,0.46,0.35683388,0.1106892,0.4758556,0.20900454,0.11836551,0.12674576044082642,8.0
F,0.605,0.47814554,0.17,1.1297686,0.47570157,0.22082438,0.3581368923187256,15.0
M,0.41229355,0.30963215,0.12809536,0.4225517,0.124629855,0.085140735,0.15223099291324615,15.0
F,0.3997872,0.2852781,0.09,0.29625896,0.12807138,0.055488132,0.08029136061668396,7.0
M,0.62,0.495,0.175,1.383133,0.4645867,0.25858876,0.4306176006793976,24.440258026123047
F,0.5318734,0.4234304,0.15,0.84462816,0.29276094,0.16308008,0.2613180875778198,12.0
M,0.5724278,0.455,0.155,1.0892229,0.46998656,0.22468355,0.27345630526542664,9.0
M,0.55560386,0.44,0.15,0.97692364,0.46247995,0.19768889,0.25999999046325684,10.0
F,0.6096622,0.465,0.15,1.1046804,0.4488926,0.2302917,0.330312579870224,10.0
M,0.57,0.4210939,0.14,0.8277294,0.33987898,0.18409832,0.24338595569133759,10.0
M,0.535,0.42,0.12532184,0.7337042,0.37440124,0.16634731,0.18890073895454407,8.0
F,0.7376678,0.6016813,0.209936,2.1762602,1.0180161,0.5343208,0.6059094667434692,12.0
I,0.575,0.4521663,0.135,0.82814604,0.39929384,0.18821158,0.2559921145439148,9.0
I,0.37,0.27197146,0.08141848,0.18690497,0.077830516,0.03487356,0.05999287590384483,6.0
M,0.655,0.5165417,0.18,1.5452892,0.68145466,0.35134295,0.4074310064315796,10.0
F,0.615,0.475,0.16,1.2261927,0.5371561,0.26989794,0.3550637364387512,10.0
M,0.55972844,0.44465345,0.14,0.7573162,0.32227466,0.16056222,0.20518429577350616,12.0
M,0.5426074,0.42,0.13,0.72585505,0.37048158,0.16899252,0.188746377825737,8.0
M,0.3832505,0.33010605,0.1,0.30211493,0.17878275,0.0789576,0.09767572581768036,9.0
M,0.19400781,0.14356181,0.061029144,0.06483333,0.023355294,0.012861411,0.023907693102955818,7.0
M,0.5707679,0.45,0.155,1.0241107,0.45370817,0.22097154,0.28684964776039124,9.0
F,0.4577804,0.37381804,0.135,0.5637896,0.24124931,0.11446869,0.14484216272830963,7.0
F,0.63,0.5,0.17367049,1.1947079,0.5322795,0.2579591,0.32973167300224304,11.0
M,0.575,0.445,0.135,0.85065705,0.41125304,0.182434,0.22266271710395813,9.0
M,0.40269673,0.3086497,0.115,0.3673691,0.18464606,0.085850015,0.11256713420152664,8.0
M,0.46126303,0.355,0.105,0.40726086,0.21055722,0.08765793,0.10893204063177109,7.0
M,0.57,0.43991554,0.165,0.92087305,0.35504413,0.17942713,0.3219892382621765,15.0
M,0.37720457,0.296214,0.08413942,0.26064175,0.13544676,0.048533265,0.08178935945034027,7.0
F,0.595,0.475,0.16,1.0190248,0.41665772,0.21955754,0.31087809801101685,12.0
M,0.53,0.39778364,0.14,0.7977885,0.31868145,0.16848816,0.22838813066482544,10.0
M,0.53,0.41,0.14139044,0.8084071,0.3784629,0.17439193,0.20931532979011536,9.0
M,0.44862282,0.33797508,0.11,0.3921498,0.17628899,0.078683846,0.11322144418954849,7.0
I,0.38519526,0.27512854,0.095,0.22796954,0.111941874,0.054838393,0.07394030690193176,7.0
I,0.44965804,0.33587435,0.105,0.34657627,0.15926902,0.08921585,0.1115209087729454,8.0
M,0.6576638,0.52,0.175,1.3807821,0.626924,0.30759862,0.3758232593536377,11.0
I,0.41496202,0.3018412,0.105,0.30818376,0.15511128,0.05687685,0.08299891650676727,9.0
I,0.37674692,0.28214395,0.09,0.24014479,0.10516962,0.049890425,0.06999941915273666,9.0
M,0.5432316,0.44298598,0.16,0.85814637,0.42156777,0.19699022,0.26849430799484253,10.0
M,0.43930784,0.335,0.11180411,0.46103024,0.17437635,0.09953219,0.1381753385066986,9.0
M,0.61411387,0.465,0.155,1.0098082,0.5147105,0.22339869,0.2880692183971405,10.0
F,0.6650779,0.53,0.195,1.6721165,0.676139,0.36878216,0.4789847433567047,13.0
F,0.6088976,0.47426924,0.17,1.095442,0.49403736,0.24661627,0.31940752267837524,11.0
M,0.5175561,0.4,0.13,0.6538269,0.3197181,0.13739224,0.17632833123207092,11.0
M,0.47,0.37,0.125,0.59112805,0.19065456,0.10969868,0.16832150518894196,15.0
F,0.60074544,0.41000643,0.19,0.9224338,0.43087107,0.15603013,0.4226822257041931,15.0
M,0.44870588,0.3374878,0.115,0.44538853,0.22929716,0.104532406,0.1236942932009697,9.0
F,0.7396013,0.57645637,0.195,2.1814697,1.0241077,0.4711193,0.5896719694137573,11.0
M,0.6937406,0.5320339,0.19,1.5454056,0.7383059,0.36322114,0.4391922652721405,10.0
M,0.57873124,0.45,0.155,0.7646553,0.37801445,0.19540846,0.25947409868240356,11.0
M,0.39895362,0.3,0.1,0.3431921,0.1638465,0.07753901,0.0899977907538414,9.0
M,0.5841146,0.44815007,0.145,0.897367,0.42050985,0.20219786,0.2919703722000122,10.0
M,0.5004023,0.38262635,0.135,0.64308685,0.30793878,0.14488816,0.1857428103685379,8.0
I,0.4758355,0.365,0.115,0.46397412,0.20409927,0.100218855,0.1427389681339264,7.0
F,0.58,0.455,0.14,0.89669144,0.41605607,0.19675875,0.24149057269096375,9.0
M,0.56,0.4302474,0.14,0.872113,0.40462166,0.17827438,0.22584222257137299,9.0
M,0.6,0.47808847,0.16963126,1.148074,0.5218282,0.25801268,0.29521989822387695,10.0
F,0.57,0.4435196,0.15,0.9385754,0.40362284,0.19562238,0.2637406587600708,9.0
I,0.41556922,0.3221147,0.1,0.25563687,0.14670007,0.0729697,0.08763795346021652,5.0
F,0.36630797,0.27659786,0.09,0.23580088,0.12122802,0.051337004,0.07805982232093811,5.0
M,0.5910184,0.46,0.155,1.164204,0.36765805,0.2045608,0.36006250977516174,15.0
M,0.43367225,0.33493003,0.1,0.32877946,0.16529828,0.069315515,0.09741099923849106,7.0
I,0.5150945,0.41,0.13,0.6694237,0.23170213,0.14062113,0.20652133226394653,13.0
I,0.48005337,0.36105275,0.12,0.48148292,0.2152404,0.110392205,0.13768602907657623,8.0
I,0.5568905,0.40858778,0.13,0.82474977,0.32679835,0.15901929,0.21063289046287537,9.0
I,0.089839935,0.06427383,0.026997253,0.010210751,0.003020365,0.0021601624,0.0032606106251478195,4.0
F,0.59,0.455,0.165,1.0406655,0.46151716,0.21829471,0.2906807065010071,11.0
F,0.57209533,0.43,0.16,0.94190574,0.43671504,0.21445365,0.28556111454963684,10.0
M,0.605,0.485,0.165,1.1783311,0.46465605,0.23838426,0.3527894616127014,13.0
M,0.61605626,0.49,0.17,1.1829565,0.5258596,0.26257426,0.32637181878089905,13.0
M,0.5910027,0.47,0.155,1.05797,0.446772,0.22822835,0.29146137833595276,13.0
F,0.46801016,0.355,0.125,0.4738666,0.19179809,0.10644282,0.16534315049648285,11.0
M,0.535,0.42,0.14,0.81520635,0.33657116,0.17220215,0.21587948501110077,11.0
M,0.585,0.475,0.165,1.0801909,0.4527056,0.22751887,0.30998873710632324,13.0
M,0.37,0.28525597,0.115,0.24185067,0.15826662,0.06656006,0.10384202003479004,10.0
M,0.44,0.35243782,0.1,0.44479075,0.1897507,0.09359564,0.1254335194826126,9.0
M,0.5287391,0.4,0.13303627,0.7269044,0.31934014,0.1424732,0.17898766696453094,9.0
M,0.53350353,0.435,0.15,0.8258503,0.31267372,0.17155355,0.25,13.0
I,0.38096374,0.28227308,0.09,0.21577947,0.100821815,0.04187803,0.07164570689201355,6.0
F,0.5654198,0.4352995,0.135,0.91528815,0.40121958,0.17079793,0.21624882519245148,8.0
F,0.5528148,0.435,0.125,0.74578434,0.27802297,0.17268704,0.2157183289527893,13.0
F,0.6831239,0.532962,0.18,1.5844632,0.7285918,0.36392805,0.4542866349220276,10.0
I,0.40002698,0.3062639,0.117460094,0.32968667,0.1829521,0.083254285,0.08540859073400497,8.0
I,0.33243442,0.23014438,0.08,0.18010065,0.06662873,0.03527344,0.06120109185576439,7.0
M,0.49511182,0.3759096,0.12,0.58673,0.2538339,0.1361164,0.15272444486618042,9.0
F,0.47,0.35,0.115,0.5615674,0.23755161,0.10729583,0.1434069573879242,9.0
I,0.5150812,0.3857678,0.13,0.6558322,0.2909189,0.14421289,0.16965515911579132,8.0
M,0.58,0.455,0.15941426,1.0004896,0.40572545,0.20864332,0.2930566966533661,11.0
F,0.57774764,0.46,0.17,1.0248103,0.43339616,0.21471356,0.2931802570819855,12.0
I,0.595,0.4661847,0.1421331,0.9512929,0.46898398,0.1951386,0.25322502851486206,9.0
M,0.5538826,0.4261934,0.15,0.91040176,0.416405,0.18559754,0.23881186544895172,9.0
M,0.5595803,0.45,0.145,0.9206864,0.44279,0.19580528,0.23198345303535461,9.0
I,0.6055849,0.475,0.15,1.0259259,0.47766507,0.20816553,0.2675647437572479,9.0
I,0.45,0.3349645,0.1,0.38180336,0.18174458,0.07824542,0.1018490195274353,7.0
M,0.3236107,0.2571524,0.085,0.2021255,0.09198502,0.041822992,0.05969414860010147,8.0
M,0.625,0.48,0.16,1.1426535,0.54764336,0.250329,0.31859591603279114,10.0
F,0.565,0.45,0.135,0.7733511,0.33391827,0.15360218,0.22220490872859955,12.0
F,0.62,0.475,0.18,1.2501775,0.48441443,0.21657686,0.3999553620815277,15.0
M,0.6464359,0.51978815,0.19,1.5169533,0.600209,0.3052685,0.47166526317596436,15.0
M,0.66203797,0.51794666,0.18,1.493031,0.6889589,0.330248,0.397552490234375,9.0
F,0.51551175,0.395,0.135,0.693551,0.3376679,0.14698337,0.189431831240654,8.0
M,0.50022656,0.4,0.135,0.7045042,0.23791604,0.14474879,0.2181684374809265,13.0
F,0.71344304,0.57057494,0.19888867,1.9329567,0.7675723,0.41704613,0.5694417357444763,13.0
M,0.5028587,0.375,0.125,0.46717086,0.25836203,0.115403116,0.13803815841674805,8.0
I,0.56377316,0.405,0.15012363,0.7538078,0.32595974,0.16986887,0.27332600951194763,10.0
I,0.56,0.425,0.14,0.78838384,0.34831843,0.16002549,0.21005477011203766,7.0
M,0.62448937,0.485,0.165,1.1546068,0.5312388,0.283316,0.34522977471351624,10.0
I,0.29972732,0.2157973,0.08,0.129657,0.05630642,0.034658726,0.047955501824617386,8.0
M,0.5867081,0.4673827,0.15455757,1.10696,0.4274226,0.23455,0.29373422265052795,9.0
M,0.5010291,0.4,0.125,0.76082295,0.24605154,0.15021591,0.21718204021453857,15.0
F,0.5218229,0.40170467,0.12,0.59338796,0.2769661,0.14042199,0.14027418196201324,9.0
F,0.4796168,0.38,0.14652412,0.6154264,0.25323832,0.13529667,0.18365813791751862,11.0
M,0.49793673,0.39874467,0.135,0.6015857,0.29331738,0.14351058,0.18670526146888733,10.0
F,0.53,0.4,0.12258797,0.6175213,0.30192196,0.14347368,0.1841166913509369,8.0
M,0.3940916,0.31701732,0.12,0.4780835,0.20064521,0.093519434,0.12715329229831696,9.0
M,0.6679137,0.5358506,0.18606555,1.6090195,0.6853458,0.36002833,0.4407247006893158,13.0
M,0.44,0.34878454,0.125,0.4973687,0.23086524,0.10992663,0.1503273993730545,9.0
M,0.505,0.39,0.135,0.66994125,0.34187558,0.15654388,0.19571422040462494,9.0
M,0.575,0.43431288,0.145,0.88453,0.4279313,0.18008849,0.2633960247039795,10.0
M,0.5046143,0.3778806,0.125,0.5910953,0.29556388,0.12938458,0.17170211672782898,9.0
M,0.6398742,0.49381897,0.16145706,1.2536725,0.55878806,0.29525587,0.359188973903656,10.0
M,0.555,0.435,0.15,0.87936044,0.39770103,0.18595167,0.2681410014629364,10.0
F,0.585,0.465,0.165,1.0623797,0.4451792,0.24077126,0.3023482859134674,12.0
I,0.55,0.42575103,0.145,0.83777195,0.3865145,0.17193393,0.22310718894004822,8.0
M,0.625,0.48,0.17,1.1625049,0.5934027,0.26000372,0.31138166785240173,10.0
M,0.64553136,0.49079472,0.17,1.3286068,0.6346463,0.30161035,0.369995653629303,10.0
I,0.3491334,0.23983538,0.08,0.19597456,0.077060945,0.033735108,0.05760763958096504,7.0
F,0.37853605,0.28509226,0.1,0.27357888,0.11617926,0.066671036,0.09155023097991943,10.0
I,0.5,0.395,0.14,0.6598158,0.25684273,0.13259679,0.2082119882106781,11.0
I,0.5249876,0.43437982,0.135,0.6524501,0.31751144,0.1450168,0.22190642356872559,13.0
M,0.65766615,0.5141088,0.185,1.5667017,0.5751008,0.2919811,0.4760320484638214,15.0
F,0.53,0.405,0.13,0.7171522,0.30606037,0.15555735,0.21171636879444122,9.0
M,0.6506353,0.4801296,0.195,1.4994272,0.53628254,0.22407994,0.4843122661113739,15.0
I,0.37185058,0.30118987,0.115,0.31175628,0.120416954,0.05911996,0.09223873168230057,7.0
F,0.655,0.525,0.19005607,1.6883242,0.5476452,0.3119678,0.5587350726127625,28.263463973999023
I,0.28811806,0.20145504,0.06986379,0.09414308,0.04515345,0.018229969,0.02906925231218338,6.0
M,0.62813675,0.5,0.175,1.2211485,0.61236566,0.27652013,0.33059918880462646,10.0
M,0.6567662,0.52977854,0.19,1.579377,0.639669,0.33554465,0.460063099861145,13.0
F,0.47680128,0.36033818,0.135,0.56464833,0.20633228,0.11893966,0.25,20.329322814941406
F,0.57,0.44464153,0.145,0.88116926,0.41685984,0.17913613,0.23701833188533783,9.0
M,0.58,0.46729055,0.165,0.922212,0.5188515,0.21468888,0.2918975055217743,10.0
M,0.6576809,0.52793044,0.18,1.4774057,0.687597,0.31237006,0.41332706809043884,11.0
M,0.46493387,0.3675189,0.11437426,0.5339654,0.20160358,0.11682398,0.1451120525598526,7.0
F,0.44545585,0.345,0.1,0.3763922,0.18316376,0.09073456,0.10468173027038574,8.0
