Sex,Length,Diameter,Height,Whole weight,Shucked weight,Viscera weight,Shell weight,Rings
F,0.5356596,0.42255953,0.155,0.8327627,0.2940118,0.16096275,0.28492820262908936,15.0
I,0.5031843,0.38,0.115,0.5798299,0.23869754,0.13240051,0.14529462158679962,8.0
F,0.6346292,0.5,0.17,1.2614479,0.5114484,0.26175085,0.3591907322406769,13.0
M,0.5117692,0.36878252,0.125,0.54381067,0.25279722,0.12714273,0.1669096201658249,8.0
I,0.35245603,0.26411402,0.09,0.22381791,0.0936696,0.04464961,0.0781843438744545,6.0
I,0.4645579,0.365,0.11454806,0.48051724,0.23510778,0.101307765,0.15016663074493408,9.0
F,0.48584792,0.365,0.125,0.561251,0.2396854,0.10542157,0.15009240806102753,10.0
F,0.68152976,0.53287053,0.18679541,1.7581345,0.7657967,0.37956887,0.4549383819103241,9.0
I,0.5,0.3914451,0.12,0.5981034,0.2904161,0.11481612,0.16631992161273956,9.0
F,0.59850883,0.455,0.14481808,0.91942066,0.42221668,0.2107647,0.2548049986362457,9.0
M,0.720609,0.572176,0.19787669,1.8368443,0.85931164,0.41191098,0.5039815902709961,11.0
M,0.635,0.495,0.1564058,1.1804637,0.5921061,0.2608482,0.29413673281669617,9.0
F,0.6209272,0.485,0.165,1.1919292,0.53281325,0.27421674,0.33500000834465027,9.0
M,0.575,0.445,0.15,0.9393902,0.42332938,0.19979295,0.26499998569488525,10.0
I,0.3827709,0.267308,0.09,0.20200466,0.09653189,0.045414593,0.07509160041809082,9.0
F,0.6126088,0.51,0.195,1.7407569,0.43782574,0.27779326,0.9471027255058289,28.999889373779297
F,0.67533183,0.5412636,0.19,1.6740804,0.7218993,0.37434497,0.46421554684638977,12.0
M,0.75928897,0.60169435,0.205,2.4226837,1.0566784,0.51227593,0.6225565671920776,11.0
F,0.7165822,0.5687939,0.19564526,1.8284104,0.8096393,0.40524414,0.4712298810482025,11.0
F,0.45853746,0.345,0.11656398,0.44030973,0.20832533,0.11066257,0.11991626769304276,9.0
M,0.5509645,0.43236688,0.15,0.8980892,0.33127907,0.17979814,0.25436675548553467,11.0
F,0.5,0.395,0.135,0.58110005,0.26128495,0.15207897,0.18361203372478485,7.0
F,0.5301658,0.41218457,0.135,0.7240631,0.33817667,0.14401773,0.17547570168972015,9.0
F,0.625,0.495,0.165,1.1066363,0.49493492,0.24369751,0.3209213316440582,12.0
M,0.561029,0.43158194,0.155,0.7851044,0.37073037,0.17571601,0.2342662215232849,11.0
F,0.68437654,0.54801106,0.18,1.7661334,0.73667186,0.38398814,0.4711935222148895,11.0
M,0.5733823,0.4542036,0.16,0.883209,0.36096123,0.19703133,0.2811841368675232,12.0
I,0.29018176,0.21190028,0.057481565,0.11994699,0.044297203,0.023555525,0.03599953651428223,8.0
M,0.41840905,0.33081812,0.1,0.35470605,0.15355381,0.07872495,0.09909963607788086,7.0
I,0.545,0.42954183,0.1402372,0.7777071,0.37010747,0.18510981,0.24860315024852753,10.0
M,0.5007784,0.395,0.13,0.6067509,0.28436986,0.13326949,0.15889902412891388,11.0
M,0.56623363,0.45,0.15,0.85964394,0.38153464,0.19779284,0.25,11.0
F,0.6599544,0.51,0.17733024,1.5237129,0.6545756,0.31217223,0.388130784034729,9.0
F,0.6500911,0.52,0.175,1.3723968,0.5960027,0.3071732,0.37375038862228394,11.0
M,0.45,0.34549353,0.13,0.48461816,0.22024794,0.11155808,0.1344657987356186,9.0
M,0.57,0.435,0.15,0.97280025,0.43343988,0.19730362,0.27070537209510803,10.0
M,0.57,0.455,0.16,0.9941516,0.40318596,0.21280707,0.28528130054473877,13.0
F,0.615,0.4981655,0.16,1.2237744,0.5674322,0.24983953,0.320237934589386,9.0
M,0.74397767,0.6100618,0.205,2.3317392,1.1138029,0.4832381,0.6051853895187378,11.0
I,0.51507795,0.415,0.13,0.57330513,0.29394698,0.13817357,0.17693795263767242,11.0
F,0.4880371,0.37938908,0.13,0.6274799,0.29598504,0.14150925,0.1652383804321289,8.0
M,0.575,0.45,0.13,0.84131837,0.3835841,0.18602392,0.24450229108333588,9.0
M,0.55,0.435,0.13752183,0.8185819,0.3454101,0.17197156,0.20812296867370605,9.0
I,0.44546852,0.329173,0.1,0.42117482,0.2025202,0.07952239,0.11058436334133148,8.0
M,0.6683515,0.525,0.16,1.4319497,0.6245223,0.2975916,0.3853973150253296,11.0
M,0.57,0.445,0.15,0.8699664,0.4420848,0.18977563,0.22889399528503418,8.0
F,0.625,0.48373958,0.16,1.2287465,0.5753139,0.27109948,0.30341053009033203,9.0
M,0.40357453,0.31695125,0.1,0.28499544,0.15560795,0.05682335,0.0770159363746643,7.0
F,0.5062422,0.38,0.125,0.5692066,0.2555544,0.12509677,0.16873641312122345,9.0
M,0.7046406,0.5654924,0.19,1.7247521,0.75951797,0.39723274,0.4520832300186157,11.0
M,0.6548691,0.46788716,0.19966029,1.4493957,0.5369773,0.21265732,0.45941996574401855,15.0
M,0.6513606,0.51,0.175,1.383094,0.6383882,0.31401005,0.3772023916244507,10.0
F,0.7366458,0.5760448,0.2,2.0980577,0.98862356,0.47328153,0.583678126335144,10.0
I,0.5,0.3751371,0.12,0.46693686,0.2331234,0.13000356,0.12459270656108856,8.0
I,0.32118097,0.2188152,0.07828887,0.12830578,0.0575111,0.024235794,0.0452561229467392,6.0
I,0.535,0.41452122,0.14089386,0.7073519,0.34988812,0.15964274,0.20681190490722656,9.0
F,0.5278481,0.40905884,0.15,0.8026113,0.34124503,0.16194437,0.21366827189922333,11.0
F,0.65,0.52,0.175,1.2516125,0.55707586,0.2923554,0.34537214040756226,11.0
I,0.57,0.44,0.15341403,0.8252742,0.39167538,0.18838362,0.22701701521873474,8.0
M,0.51558036,0.38027406,0.14,0.69941723,0.30665094,0.12491192,0.19090008735656738,9.0
M,0.635,0.51,0.175,1.3757578,0.59209144,0.2965961,0.37758785486221313,12.0
F,0.62925905,0.49,0.16,1.2017967,0.49804002,0.2792402,0.3370918929576874,10.0
M,0.5513903,0.42,0.13,0.7523873,0.36820602,0.1656015,0.21513892710208893,8.0
M,0.4762345,0.375,0.13,0.5544745,0.19067033,0.12011804,0.18035918474197388,13.0
F,0.5104998,0.4,0.14,0.67589647,0.3301528,0.14604673,0.17560827732086182,9.0
M,0.595,0.4442413,0.15,0.9669883,0.4352863,0.21803834,0.2865946888923645,10.0
M,0.5867533,0.46,0.15,0.93351525,0.43399367,0.21642686,0.2886524796485901,10.0
M,0.62991065,0.48211524,0.16,1.1870774,0.55730337,0.28284103,0.3168088495731354,10.0
M,0.562775,0.45,0.17,1.1288742,0.34678087,0.20290773,0.3750377893447876,26.88811683654785
I,0.31423023,0.22069785,0.08,0.14736208,0.058108445,0.025443997,0.05618869513273239,7.0
M,0.6,0.46,0.15,0.99722725,0.444519,0.21654296,0.28657376766204834,11.0
I,0.55,0.42282486,0.15,0.8094279,0.37537596,0.1738526,0.21642570197582245,10.0
I,0.21902531,0.13975021,0.05453628,0.047490112,0.031239994,0.010943356,0.024413784965872765,5.0
F,0.505,0.40214872,0.15,0.71852404,0.33269218,0.15807162,0.21073873341083527,9.0
M,0.4874995,0.37889722,0.11735267,0.51342165,0.28636232,0.1017799,0.12999457120895386,7.0
M,0.39335102,0.30939984,0.105,0.3636734,0.1672429,0.08002582,0.10169646143913269,8.0
I,0.5248566,0.41,0.13,0.6157872,0.2863464,0.12611176,0.17894399166107178,7.0
F,0.55170476,0.435,0.15,0.8718677,0.3418719,0.17195523,0.296046644449234,15.0
M,0.575,0.44,0.15,0.87501377,0.41818732,0.20668246,0.23975442349910736,8.0
M,0.6838815,0.53,0.18463528,1.5649042,0.7628945,0.37250617,0.4365236461162567,10.0
F,0.57,0.43577972,0.16,1.0624659,0.33404207,0.19122928,0.36429139971733093,20.8416805267334
F,0.46,0.35825834,0.11899435,0.5100153,0.17268665,0.10642803,0.14619854092597961,12.0
M,0.34478512,0.24462558,0.075,0.15264182,0.0697134,0.035840396,0.05628131702542305,7.0
M,0.615,0.475,0.155,1.1257355,0.51479083,0.238539,0.2924681305885315,9.0
F,0.61,0.48,0.165,1.2283549,0.51300186,0.24877366,0.33500000834465027,12.0
I,0.2628246,0.19291243,0.065,0.07970918,0.03413539,0.017709324,0.02754919044673443,7.0
M,0.6190543,0.48,0.17,1.2274162,0.54214567,0.24938825,0.33500000834465027,11.0
F,0.62243587,0.48,0.17,1.1358999,0.56084406,0.26553115,0.298806369304657,9.0
I,0.5295412,0.405,0.13,0.62860715,0.30200714,0.1387123,0.16268569231033325,8.0
M,0.67000455,0.525,0.175,1.5476935,0.75278,0.34469944,0.3806265592575073,9.0
M,0.58,0.455,0.16,0.9667666,0.40089184,0.21526013,0.2726447582244873,11.0
I,0.29327294,0.21595173,0.075,0.12879464,0.05608745,0.025767934,0.03379291668534279,8.0
M,0.59762603,0.4671223,0.155,1.0264081,0.45157194,0.2207721,0.2902834713459015,11.0
M,0.3555262,0.25787607,0.1,0.28208303,0.09188934,0.056972265,0.08032245934009552,10.0
F,0.5092414,0.39366823,0.13,0.65328884,0.30211455,0.14900587,0.18938155472278595,10.0
I,0.56,0.44589028,0.15,0.8483818,0.37748912,0.20716403,0.26982566714286804,11.0
I,0.33055463,0.25102225,0.095,0.20363185,0.08444016,0.033246428,0.0533931702375412,6.0
F,0.47,0.355,0.12,0.56221676,0.2506263,0.11033997,0.14896155893802643,8.0
M,0.46664393,0.3567843,0.13,0.5979176,0.27104834,0.12331188,0.1546003371477127,9.0
F,0.48722062,0.36922553,0.12337643,0.58184415,0.22257435,0.121293165,0.15336595475673676,8.0
M,0.61502385,0.475,0.155,1.1554781,0.5090765,0.2352388,0.31545597314834595,10.0
F,0.46,0.355,0.13,0.5786917,0.23834412,0.10933522,0.14022977650165558,9.0
M,0.65,0.495,0.16,1.2172673,0.6099095,0.27353868,0.348246693611145,10.0
M,0.6615838,0.53,0.19,1.6269314,0.6488967,0.35241947,0.46608468890190125,13.0
M,0.635,0.5,0.17,1.3263121,0.59872115,0.3111516,0.33208009600639343,9.0
I,0.59,0.465,0.135,0.917354,0.40548867,0.20364843,0.23974303901195526,8.0
M,0.3743883,0.29317337,0.1,0.28270894,0.117657095,0.06176582,0.08350542932748795,4.0
I,0.07585198,0.055891417,0.003979516,0.0037570936,0.0010532076,0.0007262367,0.0016570022562518716,4.0
F,0.37632793,0.28330547,0.08534505,0.2188107,0.13994911,0.049700636,0.07639013230800629,5.0
F,0.7249602,0.573464,0.2,2.0335214,0.85691804,0.4616783,0.5708426237106323,11.0
I,0.47994614,0.37,0.13,0.6009401,0.2715547,0.10902358,0.15111090242862701,9.0
F,0.55,0.435,0.14,0.75868946,0.33874884,0.1633641,0.22178418934345245,12.0
M,0.39353654,0.285662,0.1,0.26932594,0.0972974,0.05147262,0.08376938104629517,4.0
M,0.4461104,0.35010785,0.125,0.34334952,0.15876637,0.08999906,0.15020479261875153,13.0
I,0.5496726,0.43,0.12557907,0.76406664,0.35027656,0.13786688,0.20925891399383545,7.0
I,0.46,0.355,0.12,0.51306605,0.20498098,0.10436923,0.11009807139635086,8.0
M,0.5220061,0.405,0.155,0.7935579,0.2600791,0.15698878,0.2831765115261078,15.0
F,0.575,0.455,0.15206653,0.9138029,0.41400826,0.1832312,0.26238003373146057,11.0
M,0.625,0.49,0.16,1.2386111,0.51644117,0.25976393,0.3438981771469116,11.0
F,0.425,0.31543508,0.09122588,0.3630247,0.16078715,0.059404943,0.08980473130941391,8.0
M,0.60484487,0.455,0.155,1.0354595,0.46312425,0.22515209,0.28027626872062683,11.0
I,0.425,0.31440818,0.1,0.32674876,0.1686812,0.05028218,0.08013463765382767,6.0
F,0.56,0.435,0.155,0.85596067,0.4013315,0.18643984,0.2510887682437897,9.0
I,0.625,0.485,0.17,1.1871159,0.5398043,0.28029075,0.3153463900089264,8.0
M,0.58,0.46,0.155,0.9151423,0.37997827,0.20638147,0.27473536133766174,13.0
M,0.54474753,0.425,0.16,0.8992889,0.44302794,0.19587831,0.256448894739151,10.0
M,0.6863916,0.55234855,0.19,1.8105592,0.71988505,0.4048556,0.46384119987487793,11.0
M,0.6,0.47492942,0.17,1.1875432,0.52567154,0.24670671,0.30803507566452026,10.0
I,0.32799417,0.23895201,0.07546685,0.16789335,0.071169145,0.031314567,0.048566825687885284,7.0
M,0.5120975,0.4,0.125,0.63279486,0.2923641,0.14925659,0.18197038769721985,9.0
I,0.402051,0.3,0.095,0.22049041,0.116392486,0.048916638,0.076290063560009,6.0
M,0.605,0.48,0.155,1.135553,0.48950577,0.25009546,0.30667224526405334,11.0
F,0.515,0.405,0.14,0.65758485,0.309833,0.15096195,0.18291226029396057,8.0
M,0.5,0.395,0.145,0.62139964,0.25518525,0.1351224,0.18499436974525452,11.0
M,0.48833045,0.395,0.125,0.64962256,0.21695442,0.13239804,0.17673787474632263,13.0
I,0.32080242,0.23099644,0.075,0.14193097,0.06285366,0.0353054,0.0632353201508522,7.0
I,0.47416735,0.37359774,0.125,0.4568241,0.21646254,0.10641191,0.14934109151363373,11.0
M,0.62,0.485,0.165,1.2268916,0.5912437,0.26165614,0.3202105760574341,10.0
I,0.36130247,0.265,0.09,0.22759949,0.101346046,0.04615343,0.07745389640331268,7.0
I,0.56837076,0.45,0.135,0.913498,0.4074699,0.18666075,0.2500082850456238,9.0
I,0.515,0.38586068,0.13,0.59542274,0.26707435,0.12265493,0.13519954681396484,8.0
F,0.3801114,0.2900148,0.095,0.31808317,0.12809113,0.06948077,0.08887023478746414,8.0
F,0.535,0.395,0.15,0.73225904,0.30959752,0.15817475,0.2083699256181717,10.0
I,0.37657735,0.27664456,0.09446396,0.2450965,0.0987042,0.041405443,0.08483458310365677,6.0
I,0.34082523,0.24845828,0.09,0.20285664,0.09000197,0.04200388,0.06380939483642578,5.0
F,0.57,0.4311856,0.15,0.88847834,0.37345728,0.19711122,0.26347121596336365,11.0
F,0.585,0.45433363,0.155,0.92549884,0.4685907,0.20175312,0.24666495621204376,8.0
M,0.64947903,0.5209646,0.175,1.3839643,0.63427716,0.31711102,0.3805813789367676,11.0
F,0.66,0.51,0.165,1.3860675,0.6500519,0.30390483,0.3737209439277649,10.0
I,0.515,0.4,0.14201194,0.63757867,0.2934326,0.14900458,0.21943522989749908,9.0
I,0.48404032,0.385,0.125,0.5063469,0.2548304,0.09805292,0.13882438838481903,9.0
F,0.5854134,0.475,0.1600354,1.0894623,0.44423264,0.23108922,0.30052152276039124,11.0
I,0.52233946,0.39688796,0.135,0.601264,0.3113132,0.13681029,0.19517366588115692,10.0
M,0.50915176,0.4,0.14,0.6569017,0.27136862,0.13819799,0.20339393615722656,11.0
M,0.57571733,0.455,0.155,0.98003906,0.39405364,0.1846368,0.30165648460388184,15.0
M,0.515,0.38623434,0.105,0.5685622,0.28679287,0.13206512,0.16971267759799957,8.0
I,0.555,0.42,0.145,0.8057135,0.3314766,0.1759956,0.2092248946428299,10.0
M,0.66,0.51,0.18,1.4324353,0.6818497,0.3295177,0.3895106017589569,10.0
F,0.5369786,0.415,0.14,0.777579,0.3642347,0.16354989,0.19141502678394318,9.0
I,0.4146627,0.29822224,0.1,0.30234808,0.14572686,0.058291156,0.0833209753036499,9.0
F,0.64460546,0.495,0.16705945,1.378892,0.5319237,0.28232464,0.3920777440071106,11.0
I,0.56401837,0.435,0.145,0.81188065,0.377146,0.17548391,0.25,9.0
I,0.37,0.27366006,0.09128594,0.22952351,0.103888184,0.044995606,0.07427527010440826,9.0
I,0.23419,0.15766755,0.04786525,0.06378408,0.030771805,0.011948682,0.02451925538480282,5.0
F,0.5,0.3873987,0.13,0.7171333,0.30096248,0.13925876,0.18556810915470123,9.0
I,0.3100371,0.21692148,0.08,0.15792297,0.05179001,0.030814148,0.04368150234222412,4.0
M,0.51493794,0.42,0.1306208,0.7070847,0.29425642,0.16028635,0.22719109058380127,11.0
F,0.5370323,0.42708033,0.14394706,0.8162035,0.33531535,0.17022207,0.2195671796798706,11.0
F,0.575,0.44794032,0.155,0.7841427,0.33748475,0.18197228,0.24062000215053558,11.0
M,0.4323496,0.32825348,0.115,0.4476544,0.23019904,0.08424271,0.10620627552270889,9.0
I,0.44394633,0.35344854,0.105,0.4287846,0.19950598,0.058025807,0.11288255453109741,9.0
I,0.48585397,0.385,0.15,0.6109102,0.24707258,0.12478907,0.19545067846775055,12.0
F,0.5025604,0.385,0.13,0.6102724,0.24085303,0.14226685,0.195359468460083,11.0
M,0.52,0.39000383,0.135,0.72773874,0.29519123,0.16670159,0.2301158607006073,9.0
I,0.475,0.34563485,0.115,0.4523961,0.19403557,0.09434127,0.12439793348312378,10.0
F,0.6,0.47,0.15,1.028214,0.43965882,0.2186401,0.2898586094379425,12.0
M,0.62210053,0.49232394,0.16,1.0966519,0.5072596,0.24008882,0.32421955466270447,11.0
I,0.4996106,0.375,0.125,0.5451,0.284427,0.11770932,0.15459007024765015,10.0
F,0.34939307,0.262387,0.08040034,0.20864885,0.094114356,0.045506183,0.06995692849159241,9.0
F,0.53,0.41638944,0.145,0.83461684,0.3648814,0.16985118,0.18391726911067963,9.0
I,0.34924412,0.24840811,0.08,0.1747654,0.08458543,0.02263602,0.04218335077166557,6.0
F,0.74571407,0.5816432,0.20506082,2.2023413,1.1966392,0.48154095,0.599495530128479,10.0
I,0.55,0.44195947,0.15,0.6878083,0.37371296,0.17271864,0.26499998569488525,10.0
I,0.45,0.33646163,0.107479185,0.41413245,0.17631508,0.09572313,0.12865719199180603,8.0
F,0.62,0.5,0.175,1.2380706,0.5459081,0.26047516,0.33500000834465027,11.0
F,0.71392685,0.5656218,0.19995683,2.033475,0.92503315,0.45478767,0.5356277227401733,9.0
M,0.55,0.435,0.16248423,0.87194216,0.3383368,0.18137002,0.29428568482398987,15.0
F,0.52119863,0.41540313,0.14,0.7123305,0.257691,0.15031828,0.2508085370063782,12.0
M,0.64,0.505,0.165,1.2499814,0.56921625,0.2652312,0.3551878035068512,11.0
M,0.5570863,0.44684666,0.16,0.9795427,0.35853833,0.1986869,0.3008933961391449,13.0
M,0.41082233,0.3191361,0.1,0.29982236,0.15006812,0.07076281,0.09501921385526657,8.0
F,0.6997758,0.5512682,0.18731949,1.8100508,0.8597252,0.40972835,0.4380096197128296,9.0
F,0.3462073,0.26027545,0.065,0.1497292,0.05635274,0.031649817,0.042198095470666885,8.0
F,0.42352644,0.3,0.095,0.31949943,0.17782898,0.057049647,0.08714339137077332,8.0
F,0.50985056,0.37550187,0.14,0.6434005,0.29838532,0.15463,0.18904083967208862,10.0
M,0.5026805,0.395,0.125,0.6071619,0.22093707,0.13801542,0.19599683582782745,12.0
I,0.42697656,0.3,0.105,0.3467638,0.17014702,0.07810595,0.11225927621126175,7.0
M,0.55,0.42,0.145,0.8176492,0.398065,0.16255409,0.20364566147327423,9.0
F,0.51523536,0.3861054,0.12,0.5564444,0.26057234,0.1255676,0.14376024901866913,8.0
I,0.41107124,0.325,0.105,0.27150613,0.14065185,0.065149896,0.09853443503379822,7.0
M,0.475,0.3690052,0.125,0.5969395,0.19473578,0.10565984,0.17239996790885925,15.0
M,0.56873006,0.44765654,0.155,0.94360673,0.32182264,0.17118752,0.30679818987846375,15.0
I,0.5011757,0.40065467,0.13780165,0.62252903,0.32169598,0.13654989,0.2099764049053192,9.0
M,0.575,0.425,0.17,1.016702,0.27277845,0.16929235,0.3599715232849121,15.0
F,0.56270206,0.4466741,0.145,0.9084191,0.42247644,0.19580458,0.2385888397693634,8.0
M,0.45971456,0.3421575,0.125,0.5487024,0.20470928,0.13269956,0.17457395792007446,9.0
M,0.59,0.455,0.145,1.0424013,0.45753548,0.22775318,0.28277602791786194,10.0
M,0.7214344,0.55709124,0.19148049,1.8923255,0.88574755,0.4161604,0.5060981512069702,10.0
F,0.59,0.46593133,0.16,1.195476,0.5112243,0.23866372,0.30025598406791687,9.0
M,0.6294692,0.49,0.15884982,1.3070835,0.6372163,0.2773192,0.3450692296028137,10.0
F,0.625,0.5,0.17344601,1.2549416,0.48914564,0.2481343,0.41118907928466797,15.0
I,0.40371725,0.30459014,0.1,0.3477433,0.13931766,0.054238737,0.10948031395673752,6.0
F,0.557444,0.4490155,0.15,0.93374074,0.34898764,0.1782787,0.2802930772304535,15.0
M,0.56870544,0.44019797,0.15,0.9276528,0.42623043,0.17700231,0.25,9.0
F,0.5172793,0.4,0.12,0.6192656,0.32364705,0.13769637,0.18664100766181946,8.0
I,0.15300076,0.08915246,0.032438453,0.022444488,0.00898279,0.0053180694,0.010665945708751678,5.0
M,0.48514646,0.37,0.115,0.49005607,0.2112677,0.110557616,0.15405431389808655,7.0
F,0.625,0.5,0.16,1.3004816,0.5887184,0.2616921,0.35168591141700745,9.0
I,0.53,0.42551464,0.14,0.7798713,0.2902968,0.14684622,0.22110088169574738,7.0
I,0.47075227,0.375,0.13,0.58616996,0.21018636,0.11508606,0.17670585215091705,11.0
M,0.47749817,0.37,0.12366285,0.47434685,0.23991412,0.10738872,0.12681490182876587,8.0
M,0.575,0.45,0.16,0.8513171,0.40458658,0.19576386,0.2636922001838684,11.0
I,0.5221826,0.42177185,0.13458784,0.6197513,0.2904279,0.14046401,0.17598548531532288,6.0
M,0.62972367,0.485,0.15,1.2457545,0.5985404,0.25977656,0.3321986794471741,10.0
M,0.573284,0.4359249,0.145,0.8137895,0.33242187,0.19274387,0.2512797713279724,11.0
M,0.66,0.52,0.185,1.5599692,0.5994175,0.28093508,0.4697619378566742,15.0
I,0.4825968,0.36712095,0.125,0.5593057,0.24202916,0.11170797,0.1654556542634964,8.0
M,0.5429195,0.43,0.14,0.8038481,0.3866931,0.18257833,0.1987292766571045,9.0
M,0.505,0.395,0.12,0.6089279,0.2773438,0.12364929,0.1536295861005783,7.0
I,0.52,0.395,0.125,0.7101865,0.2917866,0.12047549,0.19065269827842712,9.0
M,0.64303166,0.515,0.18456441,1.3629473,0.64995795,0.3056586,0.3520393669605255,11.0
M,0.38842788,0.30942306,0.095,0.31619754,0.14160155,0.06046423,0.08534733951091766,8.0
M,0.62037086,0.48,0.17,1.2013444,0.5438473,0.2641564,0.3321157991886139,9.0
M,0.6625126,0.515,0.175,1.4277706,0.6740416,0.32197696,0.374034583568573,10.0
M,0.515,0.3930738,0.15,0.7706034,0.36036685,0.17305276,0.2170219123363495,9.0
I,0.44449914,0.32085952,0.12405913,0.34469977,0.18141207,0.08656035,0.12668852508068085,10.0
F,0.56,0.435,0.14,0.7536027,0.3331189,0.17778349,0.23023571074008942,11.0
M,0.6325213,0.5,0.17146932,1.3153815,0.5273664,0.28350085,0.3501061797142029,11.0
F,0.47,0.35128942,0.13,0.61864144,0.26938257,0.14046787,0.18281711637973785,10.0
M,0.33624062,0.24902295,0.090119384,0.19841243,0.09344016,0.040481977,0.06394428014755249,9.0
M,0.5623885,0.435,0.15,0.9787724,0.45329466,0.19419831,0.2707628309726715,10.0
I,0.35236353,0.24158229,0.07661952,0.17080782,0.060464937,0.037109956,0.04122109338641167,8.0
F,0.52189547,0.385,0.155,0.7318803,0.24973415,0.12738827,0.2850751578807831,15.0
M,0.52,0.395,0.1143273,0.58141315,0.25089794,0.14219546,0.1551763415336609,8.0
M,0.6327666,0.51,0.18,1.3388231,0.5989287,0.29903302,0.39030587673187256,11.0
M,0.5543669,0.43158123,0.15,1.0395523,0.45474645,0.20003475,0.27298152446746826,10.0
F,0.5,0.395,0.115,0.63319033,0.24506499,0.13052186,0.15688012540340424,7.0
M,0.555,0.425,0.14,0.8578771,0.3923611,0.17348884,0.2165786325931549,9.0
F,0.5734118,0.435,0.135,0.90871733,0.38252595,0.19603653,0.2430846393108368,8.0
M,0.6,0.46794638,0.15,1.1108694,0.47308302,0.22488783,0.2827473282814026,9.0
I,0.48887667,0.355,0.115,0.477609,0.21248499,0.09096603,0.1054159477353096,8.0
M,0.625,0.48197806,0.17,1.1962659,0.5487784,0.27483174,0.3452318608760834,11.0
M,0.6428595,0.515,0.175,1.2932929,0.5925572,0.3074603,0.34063827991485596,11.0
F,0.62676793,0.5,0.175,1.2258891,0.56220675,0.2615947,0.3591141104698181,11.0
I,0.4153069,0.31255728,0.10994018,0.32934806,0.15684319,0.05864107,0.0857161208987236,8.0
M,0.55168694,0.425,0.13696139,0.80904716,0.37127948,0.1758282,0.20899330079555511,8.0
M,0.6,0.4741796,0.16831738,1.1301076,0.4305923,0.24233335,0.32696014642715454,12.0
F,0.5653182,0.45,0.14,0.9028739,0.34020275,0.16969568,0.24321512877941132,15.0
F,0.35391143,0.2637811,0.09,0.25453123,0.10682911,0.040702034,0.07872728258371353,7.0
M,0.5598687,0.42755497,0.13,0.78490955,0.34616968,0.17558588,0.19369906187057495,9.0
M,0.38823056,0.3,0.1110634,0.354438,0.14944836,0.095188715,0.14198273420333862,10.0
M,0.615,0.485,0.16,1.1681201,0.45071578,0.2557166,0.3355485200881958,13.0
M,0.605,0.46890232,0.15190697,1.0886534,0.50846577,0.24656735,0.3000158667564392,9.0
I,0.5063148,0.38838804,0.12221117,0.70111305,0.29431975,0.13105428,0.18206840753555298,9.0
I,0.41215733,0.29033512,0.09,0.2692251,0.1236362,0.05019565,0.08114141970872879,7.0
