Sex,Length,Diameter,Height,Whole weight,Shucked weight,Viscera weight,Shell weight,Rings
I,0.5768605,0.43164635,0.155,1.2711778,0.5655597,0.27137184,0.3231549561023712,13.0
M,0.6275567,0.5,0.20057192,1.3839078,0.5550318,0.3061853,0.3762430250644684,17.0
M,0.6784831,0.52428657,0.17377056,1.6137835,0.65226436,0.45869926,0.40392225980758667,11.0
M,0.55627984,0.425,0.125,0.7217054,0.2589741,0.13925463,0.2548721730709076,10.0
I,0.475,0.35402486,0.12,0.50297135,0.2028514,0.122480236,0.14531557261943817,7.0
F,0.6243017,0.5141228,0.19388896,1.210595,0.45026588,0.2817465,0.39596447348594666,18.0
I,0.34592727,0.2654469,0.08,0.15458779,0.046013493,0.02965699,0.06341584771871567,6.0
F,0.6376184,0.49706602,0.18,1.272038,0.52766764,0.30443797,0.34854334592819214,13.0
M,0.72263557,0.5638239,0.8028775,2.3844864,1.0234126,0.7236895,0.5284097194671631,13.0
I,0.37,0.2742106,0.095,0.28696647,0.15834332,0.04557216,0.06996864825487137,8.0
F,0.5758782,0.45,0.14823985,0.86721206,0.34788266,0.19473721,0.25999999046325684,8.0
I,0.4911812,0.375,0.12,0.5505417,0.20565654,0.11692694,0.18400788307189941,8.0
M,0.71063244,0.55920756,0.195,1.9297601,0.82977784,0.38650805,0.5520193576812744,12.0
I,0.49775434,0.38769853,0.12644257,0.5719693,0.2377169,0.08875109,0.2020757645368576,9.0
I,0.35238704,0.27720296,0.085,0.22466229,0.08249806,0.040871304,0.08914833515882492,8.0
F,0.65927005,0.5124805,0.175,1.4416964,0.6845089,0.26694185,0.38104432821273804,11.0
I,0.5,0.375,0.1,0.42777523,0.20544623,0.08209932,0.09936996549367905,7.0
I,0.33572745,0.2521966,0.105,0.18370588,0.06275574,0.042734984,0.06151355057954788,10.0
I,0.5192915,0.3890356,0.12,0.5148899,0.18989195,0.15940568,0.1420372575521469,11.0
F,0.5723202,0.435,0.17,0.9089895,0.26812977,0.19537938,0.30096113681793213,24.36789321899414
F,0.52,0.40669143,0.135,0.77496177,0.33995432,0.17367211,0.1998807042837143,10.0
F,0.5138168,0.385,0.12,0.6566541,0.30332547,0.1346122,0.1706560254096985,9.0
I,0.44,0.33287904,0.105,0.34860584,0.13411316,0.10966564,0.08733677864074707,7.0
M,0.6807057,0.53,0.18,1.6390488,0.7263491,0.39545268,0.4020465314388275,11.0
F,0.5069988,0.39,0.15,0.6875309,0.25232327,0.16278397,0.20961102843284607,7.0
M,0.4759133,0.3661337,0.1301729,0.57862693,0.27236548,0.10169226,0.16517917811870575,11.0
F,0.4844057,0.375,0.13,0.71003133,0.30898878,0.1492754,0.17092636227607727,12.0
F,0.580875,0.455,0.145,0.9488385,0.40488896,0.19609448,0.2792896032333374,9.0
F,0.65,0.51,0.175,1.5217292,0.5326646,0.3114635,0.48170727491378784,18.0
I,0.31257138,0.23099957,0.07013546,0.18533218,0.082840785,0.03934124,0.04480912536382675,8.0
I,0.41083944,0.31755158,0.08,0.2527613,0.11722672,0.048847992,0.06195612624287605,7.0
I,0.5,0.38492554,0.13,0.5501712,0.23449326,0.11407958,0.15922808647155762,7.0
I,0.3309537,0.24783966,0.075,0.23650132,0.10614713,0.03845571,0.07439158111810684,8.0
M,0.4098076,0.30224487,0.112990916,0.45060927,0.2062262,0.09062096,0.12860891222953796,8.0
F,0.71857136,0.5641682,0.22129364,2.1785562,1.0647566,0.5666334,0.5013174414634705,10.0
M,0.615,0.475,0.14,1.2029865,0.606753,0.24266599,0.2551727294921875,12.0
F,0.5185142,0.405,0.175,0.7528066,0.3069469,0.14536282,0.22268548607826233,18.0
I,0.45678166,0.345,0.105,0.4226415,0.15500362,0.12743779,0.11452249437570572,7.0
I,0.41611767,0.303001,0.09,0.36432922,0.12421233,0.118529536,0.10455094277858734,7.0
I,0.425,0.31042665,0.11,0.35717008,0.14970031,0.071249425,0.1165180653333664,6.0
I,0.525,0.4,0.135,0.7796212,0.30138794,0.18184534,0.24413001537322998,8.0
F,0.63,0.48521864,0.175,1.4304185,0.69995296,0.32886642,0.3299803137779236,10.0
M,0.645,0.50809497,0.17,1.5899858,0.8151673,0.33704475,0.339643269777298,10.0
I,0.29376155,0.2327843,0.060977478,0.12292856,0.052280087,0.021324847,0.039673492312431335,6.0
M,0.4459893,0.35107583,0.12,0.47808155,0.2137622,0.0959423,0.1353841871023178,9.0
M,0.6795862,0.5311763,0.19562589,1.783343,0.7362737,0.39079335,0.4164120852947235,18.0
F,0.65,0.5,0.185,1.2925574,0.43964237,0.2764806,0.4059457778930664,15.574840545654297
M,0.42244676,0.3188143,0.08,0.3228787,0.14161196,0.06281721,0.1105017364025116,11.0
F,0.59816366,0.455,0.15,1.1808541,0.53036517,0.27038014,0.3151499629020691,9.0
F,0.7294767,0.57582164,0.209405,2.2304835,1.3065464,0.43412644,0.5278651714324951,11.0
F,0.4992711,0.37612414,0.115,0.5362341,0.2369254,0.11996888,0.11619793623685837,8.0
M,0.5037239,0.38,0.105,0.6004056,0.25768712,0.12918928,0.1562245786190033,8.0
I,0.29525515,0.21628289,0.06635012,0.10725394,0.04558014,0.018050393,0.025018416345119476,4.0
F,0.595,0.46051285,0.145,0.8789684,0.30521137,0.123318434,0.28973376750946045,18.0
F,0.68320006,0.5415968,0.18,1.4232274,0.4968616,0.2807463,0.5173289179801941,11.0
I,0.545,0.43679136,0.15,0.7397988,0.26889712,0.16586202,0.23444636166095734,8.0
M,0.45,0.32281208,0.12,0.5293888,0.16025297,0.15992086,0.19525541365146637,11.0
I,0.44,0.345,0.118391275,0.3641189,0.13183007,0.07447921,0.11536382883787155,8.0
M,0.23282202,0.14719439,0.043092553,0.04550551,0.016144114,0.011885701,0.009491981938481331,5.0
I,0.28942692,0.21601422,0.059247315,0.13064356,0.072740026,0.02006515,0.03681228682398796,5.0
M,0.6339984,0.5,0.195,1.3741891,0.61977077,0.29295447,0.35510900616645813,10.0
I,0.3296546,0.23362437,0.06980761,0.14684981,0.05568816,0.032460727,0.03367649018764496,4.0
M,0.655,0.525,0.17,1.4470627,0.60610485,0.23869804,0.4951322376728058,11.0
F,0.6682612,0.53597575,0.21353379,1.5419986,0.56521636,0.35931543,0.46579885482788086,16.0
I,0.37,0.29148328,0.09,0.25663212,0.10351156,0.058572795,0.09315533936023712,6.0
M,0.62,0.47133362,0.15,1.2008005,0.53175384,0.29585677,0.29539138078689575,11.0
F,0.7391158,0.58004504,0.22096223,2.8000245,1.3492186,0.75549024,0.959479570388794,17.0
F,0.69367033,0.55804616,0.6637572,2.0586388,0.78237695,0.47396517,0.6370319724082947,12.0
F,0.47098327,0.355,0.135,0.5564314,0.23948216,0.12351711,0.1342795491218567,8.0
I,0.425,0.335,0.08,0.34177026,0.14302918,0.06549775,0.08806581050157547,6.0
M,0.2612301,0.18211402,0.066682704,0.10997757,0.04409229,0.02696461,0.028735795989632607,7.0
M,0.505,0.395,0.13,0.7983552,0.33297452,0.17119698,0.21488118171691895,7.0
F,0.6211145,0.48172158,0.16,1.2820919,0.5948258,0.24098027,0.36780399084091187,9.0
I,0.46,0.35,0.14,0.4018319,0.15557596,0.07027587,0.13922525942325592,13.0
M,0.7095512,0.55950516,0.18,1.7179974,0.6906982,0.34599695,0.4880625009536743,13.0
M,0.58,0.4463965,0.155,0.9848801,0.5061172,0.21112989,0.20175451040267944,8.0
F,0.56875914,0.435,0.15,0.9536426,0.447751,0.22377738,0.23124122619628906,10.0
F,0.62,0.49408427,0.185,1.0383337,0.38745758,0.26872247,0.30035400390625,14.0
F,0.55,0.42,0.15,0.8431506,0.32919827,0.23156568,0.21341152489185333,11.0
I,0.43953058,0.335,0.10702302,0.33122304,0.14711748,0.065871105,0.08824784308671951,8.0
I,0.38997683,0.28960323,0.09,0.27092266,0.13709874,0.053666454,0.07120121270418167,7.0
F,0.64,0.51060903,0.185,1.3389803,0.48326436,0.24920188,0.478699654340744,20.19164276123047
F,0.515,0.38,0.125,0.7162579,0.30053982,0.15854624,0.18429237604141235,13.0
I,0.6331483,0.49476904,0.17595242,1.335048,0.59953433,0.31873137,0.3740682601928711,9.0
F,0.645,0.51,0.19501907,1.5316992,0.6548115,0.32293174,0.4375557005405426,12.0
M,0.605,0.47,0.14,0.9704734,0.43274212,0.16335407,0.28105485439300537,12.0
M,0.723184,0.5703077,0.18,2.1476161,1.1413159,0.46833408,0.48371246457099915,11.0
M,0.53,0.42,0.155,0.7414933,0.32976323,0.1512518,0.19667711853981018,11.0
F,0.6340606,0.505,0.18192957,1.3157042,0.50968033,0.29594013,0.38841620087623596,16.0
I,0.40085328,0.29413912,0.078365594,0.26785484,0.12036082,0.07801572,0.06998801231384277,6.0
M,0.5338578,0.43329075,0.12,0.68045044,0.28962904,0.13342063,0.2169589102268219,9.0
M,0.63819444,0.505,0.21787454,1.5524181,0.60163015,0.3121601,0.47276216745376587,15.0
I,0.38753834,0.28672603,0.105,0.22566581,0.09388437,0.044832237,0.07704253494739532,7.0
F,0.625,0.5,0.18,1.2709966,0.5258385,0.27844638,0.34507790207862854,16.0
F,0.72403014,0.57445216,0.3113913,2.0283947,0.8353218,0.44165444,0.5762357115745544,12.0
I,0.38697636,0.2961838,0.08,0.22029555,0.09340194,0.05971363,0.05183340981602669,6.0
I,0.34642905,0.24502707,0.085,0.15377466,0.062182654,0.0421353,0.045144058763980865,5.0
M,0.6964004,0.5527992,0.175,1.85524,0.9201628,0.3620016,0.4645063877105713,11.0
I,0.4872114,0.385,0.125,0.47420678,0.20866333,0.09168293,0.1350342482328415,8.0
I,0.37635195,0.28144816,0.095,0.38729557,0.18109879,0.06869129,0.09103119373321533,8.0
M,0.55,0.42771566,0.14,0.78457224,0.3357039,0.19643511,0.16533306241035461,14.0
F,0.6,0.4773129,0.2,1.0747619,0.38855618,0.22748208,0.33500000834465027,16.0
I,0.08236623,0.061928548,0.003937536,0.004908423,0.0022147766,0.00057219074,0.002102459315210581,1.5354334115982056
M,0.68901217,0.53014326,0.175,1.6413635,0.7634335,0.40206653,0.364341676235199,11.0
F,0.5,0.375,0.125,0.62328684,0.21548705,0.15237945,0.20179425179958344,11.0
F,0.5563472,0.435,0.13848513,0.9835643,0.4412176,0.19903594,0.2514772117137909,8.0
F,0.605,0.46872196,0.155,0.94397587,0.38395342,0.20756632,0.27181851863861084,11.0
M,0.54145956,0.41992337,0.14,0.8044273,0.3356527,0.18762375,0.22096699476242065,9.0
F,0.6565012,0.50822926,0.165,1.2957127,0.5944581,0.26917443,0.31276074051856995,11.0
I,0.19316803,0.13390325,0.065897435,0.032626495,0.013823902,0.0066758986,0.004895718768239021,4.0
M,0.57,0.44683337,0.14278197,0.83787507,0.3719066,0.18123418,0.21535296738147736,7.0
F,0.6580513,0.52,0.18,1.5189229,0.7093506,0.27390817,0.384470134973526,10.0
M,0.475,0.36613894,0.115,0.63826686,0.2898846,0.14034215,0.14513057470321655,8.0
I,0.47,0.355,0.105,0.41104907,0.20284303,0.07515258,0.11165165901184082,5.0
F,0.63,0.49347693,0.165,1.2690251,0.44854343,0.33907005,0.39374950528144836,12.0
M,0.73667943,0.5793431,0.20844747,2.1723585,1.018962,0.61333466,0.49608683586120605,10.0
I,0.44729096,0.33696806,0.1,0.4582364,0.1917452,0.09658193,0.1350972056388855,8.0
M,0.5727529,0.45250592,0.13,1.0029792,0.48029524,0.2264597,0.2744761109352112,9.0
I,0.4040843,0.3,0.115,0.37026867,0.17442296,0.09011735,0.0857093334197998,7.0
I,0.37393188,0.28481066,0.105,0.26571447,0.116408214,0.05870564,0.07224953174591064,6.0
F,0.6890441,0.52891433,0.205,1.8156005,0.7101425,0.40925345,0.5549458861351013,11.0
M,0.5626077,0.43,0.155,0.9162724,0.40323442,0.21437381,0.23912571370601654,9.0
I,0.3951454,0.28831503,0.096084595,0.26885232,0.115491994,0.047989458,0.08395833522081375,5.0
I,0.45994008,0.35089827,0.115,0.45028794,0.16981135,0.11753037,0.1273428201675415,8.0
F,0.5199315,0.4,0.125,0.6784876,0.29251626,0.13253291,0.1784430295228958,8.0
F,0.38822344,0.31006894,0.13,0.24787238,0.0794468,0.056302067,0.08541050553321838,12.0
I,0.31742826,0.22958718,0.08,0.101838574,0.041922014,0.02471398,0.028075939044356346,5.0
I,0.104105785,0.1801679,0.05922616,0.07347165,0.03525034,0.01075782,0.029430635273456573,4.0
F,0.585,0.46,0.145,1.0576826,0.45390064,0.21323715,0.3095425069332123,9.0
M,0.7538369,0.604492,0.57195514,2.2760358,0.7398304,0.46552205,0.8956179022789001,17.0
M,0.3154393,0.2301438,0.08808837,0.17164965,0.058596347,0.046940837,0.05647425353527069,8.0
I,0.5063797,0.4,0.125,0.83322316,0.35168755,0.1724575,0.25,10.0
F,0.4737395,0.36898473,0.125,0.46467355,0.19964302,0.07843186,0.15395472943782806,10.0
I,0.40132627,0.29596654,0.09,0.2146749,0.09737031,0.05017015,0.0600026436150074,7.0
F,0.6827628,0.53,0.1969426,1.8205248,0.68441796,0.42691842,0.5728175640106201,12.0
F,0.48686728,0.365,0.12,0.8562498,0.4438413,0.1596907,0.1808438003063202,7.0
F,0.62,0.485,0.165,1.2140746,0.48209974,0.26205134,0.35539335012435913,11.0
M,0.44314384,0.355,0.125,0.5027043,0.20410529,0.065083906,0.18245574831962585,8.0
M,0.2663725,0.20870933,0.0752127,0.13861127,0.06419742,0.019305805,0.033384185284376144,5.0
F,0.59,0.46,0.16,0.97280777,0.34155434,0.2627992,0.28467682003974915,11.0
M,0.47849995,0.35671103,0.15,0.5778304,0.211654,0.15323624,0.15671378374099731,10.0
I,0.52,0.4,0.125,0.54929984,0.19963016,0.10231921,0.22258783876895905,9.0
F,0.625,0.485,0.19,1.2846881,0.4066399,0.30591065,0.41757845878601074,18.0
I,0.58,0.455,0.15654415,0.9853401,0.45134437,0.17987859,0.294225811958313,8.0
F,0.6803933,0.53465414,0.17,1.3842582,0.60076255,0.36732107,0.3595733940601349,10.0
F,0.58,0.455,0.15,0.969405,0.41743425,0.1837458,0.2759859561920166,11.0
F,0.6175907,0.485,0.15265349,1.0495368,0.37851518,0.2535356,0.3061676025390625,12.0
M,0.5190558,0.41,0.165,0.7265803,0.2697797,0.18031177,0.20889925956726074,14.0
F,0.625,0.4992605,0.16,1.1824449,0.51062816,0.20989102,0.3845877945423126,10.0
I,0.4387856,0.32663998,0.11050826,0.4302913,0.20535354,0.09895077,0.0840069130063057,6.0
I,0.47496337,0.3583368,0.13,0.49791828,0.19076915,0.08895319,0.18921390175819397,9.0
I,0.3461945,0.26313946,0.11,0.25857273,0.09307208,0.06999023,0.08682916313409805,7.0
F,0.7225937,0.5770636,0.5811584,1.8980378,0.70786625,0.38266125,0.7025438547134399,13.0
I,0.56,0.415,0.145,0.8901604,0.46381408,0.17519358,0.20976944267749786,8.0
F,0.555,0.425,0.10312716,0.6795724,0.2528542,0.1534759,0.19882845878601074,7.0
I,0.4973052,0.37,0.135,0.57779765,0.21310107,0.1723971,0.1583947092294693,7.0
I,0.27563968,0.20691192,0.085,0.12150541,0.049319997,0.03210263,0.0500585101544857,6.0
I,0.44,0.34270963,0.14,0.3917448,0.1339447,0.08255284,0.1350361406803131,10.0
M,0.6879985,0.5399764,0.18583141,1.6854538,0.7543533,0.33917195,0.4358782172203064,12.0
F,0.65,0.505,0.18980896,1.714737,0.65650016,0.42071843,0.4787052571773529,11.0
M,0.64,0.505,0.19164321,1.4804742,0.62575185,0.32360372,0.4018673300743103,11.0
I,0.44,0.3202927,0.085,0.355675,0.17910218,0.04990977,0.09453621506690979,8.0
I,0.33636558,0.25896204,0.075,0.17039801,0.056204595,0.04729226,0.058791227638721466,7.0
M,0.56,0.44021624,0.15,0.9302611,0.4016906,0.17166075,0.27520039677619934,7.0
I,0.5,0.38,0.14,0.61087227,0.25819683,0.14034303,0.1732877492904663,8.0
F,0.39413127,0.29240415,0.115,0.38486603,0.17750746,0.08287174,0.09205430001020432,7.0
M,0.7384504,0.5865715,0.205,1.965992,0.94973385,0.38624084,0.47420406341552734,12.0
I,0.52769995,0.39517632,0.145,1.0179316,0.4980482,0.21426004,0.23953725397586823,10.0
F,0.2987196,0.20890628,0.08431677,0.19593312,0.09356026,0.060577944,0.04335193708539009,9.0
M,0.6250767,0.485,0.165,1.2787832,0.54188323,0.30496767,0.34068676829338074,11.0
M,0.6834234,0.5331999,0.175,1.5260882,0.7079262,0.308763,0.36975157260894775,12.0
M,0.57081914,0.45,0.15569746,1.0229189,0.5765902,0.1603046,0.18906709551811218,12.0
M,0.64518106,0.505,0.18208115,1.6457101,0.5522204,0.3009484,0.7130979895591736,13.0
M,0.625,0.48,0.145,1.098035,0.47265887,0.2751723,0.26087233424186707,10.0
M,0.5151442,0.4,0.14,0.79322696,0.29057512,0.17775665,0.24719126522541046,15.0
F,0.595,0.455,0.17,1.2333778,0.49388346,0.2951294,0.35382261872291565,12.0
I,0.36285412,0.27214396,0.093672074,0.1805428,0.055079617,0.04072415,0.06922557950019836,7.0
M,0.545,0.415,0.125,0.83977073,0.39371666,0.155189,0.20985335111618042,7.0
F,0.66,0.5260786,0.19248532,1.6651416,0.75186616,0.29511186,0.5113356709480286,10.0
M,0.5391005,0.42462465,0.125,0.6144535,0.2313425,0.10200778,0.2448405772447586,10.0
F,0.5832726,0.465,0.17,1.3553874,0.53788227,0.29624626,0.39466214179992676,16.0
M,0.35755885,0.265,0.09577287,0.2488467,0.116714984,0.04579801,0.07145806401968002,7.0
M,0.64,0.5,0.19,1.3877748,0.46218354,0.34279296,0.4470490515232086,15.0
M,0.42108628,0.3,0.15,0.68094933,0.27582386,0.13105936,0.18147069215774536,10.0
F,0.5549703,0.425,0.16,0.91290826,0.35350722,0.19784524,0.2707921862602234,11.0
F,0.5535371,0.45,0.145,0.8104257,0.26056585,0.16205196,0.2897111177444458,15.0
F,0.52,0.42356893,0.175,0.74478906,0.28492257,0.18151234,0.19694212079048157,15.0
M,0.41439298,0.31025755,0.13,0.4995807,0.21835041,0.13087024,0.11995483189821243,8.0
I,0.4861336,0.37,0.12,0.55143875,0.21238059,0.11588186,0.1668870747089386,7.0
M,0.72183406,0.575014,0.205,1.881246,0.79975957,0.40068886,0.42468196153640747,18.0
F,0.56,0.44719216,0.14599234,0.8554142,0.23436451,0.22062694,0.28524088859558105,16.0
M,0.6447593,0.515,0.19,1.284677,0.5352794,0.24316838,0.36728301644325256,15.0
F,0.615,0.48316357,0.17,1.1103648,0.4202145,0.21896589,0.30679282546043396,18.0
M,0.5424824,0.40059423,0.125,0.8290793,0.36401293,0.20509009,0.2123027890920639,8.0
M,0.67538655,0.515,0.21193509,1.8084506,0.6846427,0.45778033,0.5011866688728333,13.0
I,0.37737018,0.2717747,0.085,0.220428,0.09876323,0.039755095,0.060767099261283875,5.0
M,0.5854709,0.455,0.135,1.0535464,0.44355524,0.21129516,0.23996226489543915,10.0
I,0.475,0.3751559,0.13,0.44719353,0.1583911,0.086650886,0.15989261865615845,7.0
F,0.63938946,0.5,0.175,1.2485609,0.49613452,0.30015606,0.3536616861820221,11.0
